TCM_symptom_id,TCM_symptom_name,detail_url,old_definition,new_definition
2344,骨髓炎,https://baike.duguji.cn/baike/w/%E9%AA%A8%E9%AB%93%E7%82%8E,,骨髓炎为一种骨的感染和破坏。由需氧或厌氧菌、分枝杆菌、真菌引起。骨髓炎好发于椎骨、糖尿病患者的足部、或由于外伤或手术引起的穿透性骨损伤部位。儿童最常见部位为血供良好的长骨（如胫骨或股骨的干骺端）。骨髓炎临床分类较多，不能一概而论。若想进一步了解详情，可参看各相关词条。
