TCM_symptom_id,TCM_symptom_name,detail_url,old_definition,new_definition
647,麻木,https://www.dayi.org.cn/symptom/1153731.html,,麻木（numbness）是一种感觉异常，通常指身体某个部位或区域的感觉减退或消失，可能伴随有刺痛感或“针刺”感。麻木可以是局部的，也可以是全身性的，通常与神经功能障碍有关。
