TCM_symptom_id,TCM_symptom_name,first_source,first_status,second_source,second_status,reason
495,惊风抽搐,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
498,惊悸不宁,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
499,惊悸多梦,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
504,精亏,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
503,惊痫不安,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
506,精气不足,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
507,精神不振,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
510,精神忧郁,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
511,精溢,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
513,颈项活动不利,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
512,颈肩部僵硬,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
514,颈项僵硬,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
515,颈项僵直,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
516,颈项紧张不舒,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
517,颈项疼痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
520,胫膝酸软,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
518,颈椎病型头痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
523,久病体弱,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
528,久疟体虚,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
525,久咳不止,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
527,久痢不止,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
532,久泻不止,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
533,久泻久痢,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
535,拘挛麻木,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
530,久嗽不止,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
534,久泻脱肛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
536,局部恶寒,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
537,局部红肿,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
539,局部畏风寒,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
538,局部畏恶风寒,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
540,局部畏寒,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
541,局部肿痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
546,咳喘痛甚,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
547,咳呛阵作,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
548,咳甚而喘,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
543,倦怠乏力,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
550,咳嗽频作,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
551,咳嗽日久,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
553,咳嗽痰盛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
557,咳痰不已,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
556,咳痰不爽,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
555,咳嗽阵作,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
554,咳嗽有痰,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
558,咳痰带血,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
559,咳痰色白,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
560,咳吐不爽,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
563,渴不思饮,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
570,口唇紫绀,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
568,口疮肿痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
571,口淡乏味,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
572,口多唾涎,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
574,口角流诞,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
581,口糜烂,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
582,口黏,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
586,口舌干燥,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
584,口腔溃疡久不收敛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
588,口舌歪斜,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
590,口生疮,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
589,口舌肿痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
591,口吐涎沫,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
592,口喎,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
593,口眼涡斜,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
595,口燥,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
594,口喁,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
596,口中甜腻,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
598,溃疡不敛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
599,剌痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
600,懒言,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
603,劳嗽咯血,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
605,老年轻度认知障碍,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
606,老年腰膝酸软,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
610,冷汗自出,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
618,两腮肿,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
617,两腮痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
620,两胁疼痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
616,臁疮糜烂,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
621,两胁胀痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
619,两腮肿痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
623,淋沥疼痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
625,淋证涩痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
628,鳞屑多,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
629,流产后出血,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
630,流产后宫缩不良,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
631,流黄稠涕,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
636,流脓涕,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
632,流黄涕,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
633,流黄浊涕,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
641,流浊涕,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
639,流涕黏白,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
643,瘰疬未溃,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
645,屡经流产,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
646,麻痹瘙痒,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
649,麻木瘫痪,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
648,麻木拘挛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
650,麻疹不透,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
653,脉细弱,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
654,脉细涩,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
656,脉细弦,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
660,毛发成片脱落,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
661,毛发呈稀疏状脱落,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
662,毛发干燥,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
663,毛发松动,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
664,毛发油腻,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
669,面浮肿,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
667,眠差,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
672,面目悉黄,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
677,面色恍白,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
674,面色不华,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
673,面目虚涪,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
678,面色晄白,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
679,面色黢黑,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
680,面色少华,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
682,面色无华,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
684,面肢浮肿,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
689,目赤红肿,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
686,目暗昏花,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
687,目暗羞明,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
690,目赤昏花,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
691,目赤翳障,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
693,目发黄,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
694,目花,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
699,目生翳膜,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
697,目昏不明,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
700,目生云翳,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
705,目珠夜痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
710,纳少嘈杂,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
703,目淫羞明,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
704,目胀,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
712,脑部疼痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
713,脑功能减退,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
714,脑络瘀阻,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
715,内外伤出血,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
718,年老气喘,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
716,内障目暗,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
719,年老哮喘,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
722,尿道涩痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
724,尿点滴而下,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
723,尿道灼热,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
726,尿后余沥不尽,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
739,尿少,duguji,no_definition,dayi,not_found,duguji: raw page parsed but no definition found; dayi: no exact symptom result in search page
728,尿黄如茶,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
729,尿混浊,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
733,尿频数,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
734,尿热,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
735,尿色赤黄,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
736,尿色偏黄,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
738,尿涩痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
743,尿血血色鲜红,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
741,尿线细,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
746,脓成不溃,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
744,尿血血色紫红,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
763,喷嚏,duguji,no_definition,dayi,not_found,duguji: raw page parsed but no definition found; dayi: no exact symptom result in search page
747,脓腐将荆,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
756,呕吐清水,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
749,脓水,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
757,呕吐乳食,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
759,呕吐吞酸,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
758,呕吐痰涎,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
760,排便乏力,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
761,排尿滴沥不尽,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
765,皮肤风团色红,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
768,皮肤黄染,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
770,皮肤潰疡,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
772,皮肤黏膜破溃,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
771,皮肤糜烂,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
775,皮肤色斑,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
773,皮肤青紫,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
776,皮肤湿烂,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
777,皮肤湿疹,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
780,皮肤紫斑,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
779,皮肤肿痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
782,皮损呈红斑湿润,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
783,皮下结块,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
784,皮下紫斑,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
785,皮疹表面覆有较厚的银白色鳞屑,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
786,皮疹色鲜红,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
787,皮疹为点滴状,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
788,皮疹圆形,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
791,脾胃气滞,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
789,疲乏无力,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
800,脐腹胀痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
801,起坐不利,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
802,气闭昏厥,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
805,气粗,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
804,气喘咳嗽,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
807,气促喘息,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
811,气逆喘急,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
812,气逆喘咳,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
815,气滞胃痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
817,前额压痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
819,浅表脓疱,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
821,靑少年远视力下降,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
820,青盲雀目,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
823,轻度视力下降,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
824,轻度烫伤（表皮未破),duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
825,情志不畅,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
826,情志抑郁,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
828,龋齿疼痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
832,热痹疼痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
830,全身酸疼,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
831,颧骨部压痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
833,热病发热,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
834,热病发烧,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
836,热毒泻痢,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
835,热病烦渴,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
837,热毒血痢,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
839,热淋涩痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
840,热淋证,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
846,妊娠胎漏,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
844,妊娠漏血,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
848,乳房结节,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
850,乳房有块,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
858,乳痈初起,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
859,乳胀痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
862,乳汁郁积,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
861,乳汁不下,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
863,乳肿痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
870,瘙痒明显,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
867,腮腺炎肿痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
865,褥疮肿痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
871,瘙痒难忍,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
873,涩痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
876,筛状出血明显,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
881,伤处瘀肿疼痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
877,闪腰挫气,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
884,上下肢 偏身麻木,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
885,上消化道出血量多,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
887,上肢疼痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
892,少腹坠胀,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
889,少腹冷痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
890,少腹疼痛,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
888,少腹拒按,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
906,舌红苔黄腻,duguji,no_definition,dayi,not_found,duguji: raw page parsed but no definition found; dayi: no exact symptom result in search page
897,少痰,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
893,少津,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
896,少食,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
894,少寐,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
899,舌暗红,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
900,舌边尖有瘀斑,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
902,舌赤,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
901,舌部疲斑,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
907,舌尖边有瘀点,duguji,not_found,dayi,not_found,duguji: HTTP 404: page does not exist; dayi: no exact symptom result in search page
