TCM_symptom_id,TCM_symptom_name,first_source,first_status,first_detail_url,first_message,second_source,second_status,second_detail_url,second_message,updated,updated_source
1834,姜片虫病,duguji,ok,https://baike.duguji.cn/baike/w/%E5%A7%9C%E7%89%87%E8%99%AB%E7%97%85,,,skipped_first_source_success,,,yes,duguji
1813,外伤出血,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A4%96%E4%BC%A4%E5%87%BA%E8%A1%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1838,宫冷不孕,duguji,ok,https://baike.duguji.cn/baike/w/%E5%AE%AB%E5%86%B7%E4%B8%8D%E5%AD%95,,,skipped_first_source_success,,,yes,duguji
1836,子宫颈癌,duguji,no_definition,https://baike.duguji.cn/baike/w/%E5%AD%90%E5%AE%AB%E9%A2%88%E7%99%8C,raw page parsed but no definition found,dayi,not_found,,no exact symptom result in search page,no,
1840,寒湿脚气,duguji,ok,https://baike.duguji.cn/baike/w/%E5%AF%92%E6%B9%BF%E8%84%9A%E6%B0%94,,,skipped_first_source_success,,,yes,duguji
1815,外感发热,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A4%96%E6%84%9F%E5%8F%91%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1841,寒热,duguji,ok,https://baike.duguji.cn/baike/w/%E5%AF%92%E7%83%AD,,,skipped_first_source_success,,,yes,duguji
1818,大头瘟疫,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A4%A7%E5%A4%B4%E7%98%9F%E7%96%AB,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1843,寒痹,duguji,ok,https://baike.duguji.cn/baike/w/%E5%AF%92%E7%97%B9,,,skipped_first_source_success,,,yes,duguji
1846,小便淋漓,duguji,ok,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E6%B7%8B%E6%BC%93,,,skipped_first_source_success,,,yes,duguji
1823,头痛头晕,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A4%B4%E7%97%9B%E5%A4%B4%E6%99%95,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1827,头身疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A4%B4%E8%BA%AB%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1830,妇女断乳,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A6%87%E5%A5%B3%E6%96%AD%E4%B9%B3,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1831,妇女湿热带下,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A6%87%E5%A5%B3%E6%B9%BF%E7%83%AD%E5%B8%A6%E4%B8%8B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1824,头痛目赤,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A4%B4%E7%97%9B%E7%9B%AE%E8%B5%A4,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1856,小儿惊风,duguji,ok,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E6%83%8A%E9%A3%8E,,,skipped_first_source_success,,,yes,duguji
1839,寒湿呕逆,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%AF%92%E6%B9%BF%E5%91%95%E9%80%86,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1837,实热积滞便秘,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%AE%9E%E7%83%AD%E7%A7%AF%E6%BB%9E%E4%BE%BF%E7%A7%98,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1842,寒疝腹痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%AF%92%E7%96%9D%E8%85%B9%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1844,寒积便秘,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%AF%92%E7%A7%AF%E4%BE%BF%E7%A7%98,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1848,小便短赤涩痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E7%9F%AD%E8%B5%A4%E6%B6%A9%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1850,小便赤,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E8%B5%A4,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1851,小便遗沥,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E4%BE%BF%E9%81%97%E6%B2%A5,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1865,尿路感染,duguji,ok,https://baike.duguji.cn/baike/w/%E5%B0%BF%E8%B7%AF%E6%84%9F%E6%9F%93,,,skipped_first_source_success,,,yes,duguji
1854,小儿惊啼,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E6%83%8A%E5%95%BC,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1866,尿闭,duguji,no_definition,https://baike.duguji.cn/baike/w/%E5%B0%BF%E9%97%AD,raw page parsed but no definition found,dayi,not_found,,no exact symptom result in search page,no,
1857,小儿慢惊,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E6%85%A2%E6%83%8A,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1860,小儿痰热惊痫,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E7%97%B0%E7%83%AD%E6%83%8A%E7%97%AB,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1858,小儿疳热,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E7%96%B3%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1879,强中,duguji,ok,https://baike.duguji.cn/baike/w/%E5%BC%BA%E4%B8%AD,,,skipped_first_source_success,,,yes,duguji
1880,心动悸,duguji,ok,https://baike.duguji.cn/baike/w/%E5%BF%83%E5%8A%A8%E6%82%B8,,,skipped_first_source_success,,,yes,duguji
1863,尿少涩痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E5%B0%91%E6%B6%A9%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1862,少阴伏风头痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%91%E9%98%B4%E4%BC%8F%E9%A3%8E%E5%A4%B4%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1861,小儿高热抽搐,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%8F%E5%84%BF%E9%AB%98%E7%83%AD%E6%8A%BD%E6%90%90,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1889,忧郁,duguji,ok,https://baike.duguji.cn/baike/w/%E5%BF%A7%E9%83%81,,,skipped_first_source_success,,,yes,duguji
1891,急性淋巴管炎,duguji,ok,https://baike.duguji.cn/baike/w/%E6%80%A5%E6%80%A7%E6%B7%8B%E5%B7%B4%E7%AE%A1%E7%82%8E,,,skipped_first_source_success,,,yes,duguji
1864,尿热涩痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B0%BF%E7%83%AD%E6%B6%A9%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1896,恶露不尽,duguji,ok,https://baike.duguji.cn/baike/w/%E6%81%B6%E9%9C%B2%E4%B8%8D%E5%B0%BD,,,skipped_first_source_success,,,yes,duguji
1869,崩漏下血,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B4%A9%E6%BC%8F%E4%B8%8B%E8%A1%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1872,带下阴痒,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B8%A6%E4%B8%8B%E9%98%B4%E7%97%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1877,庁肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BA%81%E8%82%BF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1878,弛缓胃肌,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BC%9B%E7%BC%93%E8%83%83%E8%82%8C,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1885,心胸郁闷,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E8%83%B8%E9%83%81%E9%97%B7,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1910,手足麻木,duguji,ok,https://baike.duguji.cn/baike/w/%E6%89%8B%E8%B6%B3%E9%BA%BB%E6%9C%A8,,,skipped_first_source_success,,,yes,duguji
1886,心腹暴痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E8%85%B9%E6%9A%B4%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1887,心腹疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E8%85%B9%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1913,挛急,duguji,ok,https://baike.duguji.cn/baike/w/%E6%8C%9B%E6%80%A5,,,skipped_first_source_success,,,yes,duguji
1912,拘挛,duguji,ok,https://baike.duguji.cn/baike/w/%E6%8B%98%E6%8C%9B,,,skipped_first_source_success,,,yes,duguji
1888,心腹瘀痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%BF%83%E8%85%B9%E7%98%80%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1921,无名肿毒,duguji,ok,https://baike.duguji.cn/baike/w/%E6%97%A0%E5%90%8D%E8%82%BF%E6%AF%92,,,skipped_first_source_success,,,yes,duguji
1898,惊痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%83%8A%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1893,急性鼓膜炎,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%80%A5%E6%80%A7%E9%BC%93%E8%86%9C%E7%82%8E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1924,早衰,duguji,ok,https://baike.duguji.cn/baike/w/%E6%97%A9%E8%A1%B0,,,skipped_first_source_success,,,yes,duguji
1925,时疫,duguji,ok,https://baike.duguji.cn/baike/w/%E6%97%B6%E7%96%AB,,,skipped_first_source_success,,,yes,duguji
1897,恶露不行,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%81%B6%E9%9C%B2%E4%B8%8D%E8%A1%8C,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1903,感冒风寒,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%84%9F%E5%86%92%E9%A3%8E%E5%AF%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1928,昏迷不醒,duguji,no_definition,https://baike.duguji.cn/baike/w/%E6%98%8F%E8%BF%B7%E4%B8%8D%E9%86%92,raw page parsed but no definition found,dayi,not_found,,no exact symptom result in search page,no,
1909,手足瘈疭,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%89%8B%E8%B6%B3%E7%98%88%E7%96%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1933,杨梅疮,duguji,no_definition,https://baike.duguji.cn/baike/w/%E6%9D%A8%E6%A2%85%E7%96%AE,raw page parsed but no definition found,dayi,not_found,,no exact symptom result in search page,no,
1935,梅毒,duguji,ok,https://baike.duguji.cn/baike/w/%E6%A2%85%E6%AF%92,,,skipped_first_source_success,,,yes,duguji
1914,挛痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%8C%9B%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1936,死肌,duguji,ok,https://baike.duguji.cn/baike/w/%E6%AD%BB%E8%82%8C,,,skipped_first_source_success,,,yes,duguji
1911,扭挫伤痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%89%AD%E6%8C%AB%E4%BC%A4%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1915,损伤出血,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%8D%9F%E4%BC%A4%E5%87%BA%E8%A1%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1922,无痰,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%97%A0%E7%97%B0,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1947,泛酸,duguji,no_definition,https://baike.duguji.cn/baike/w/%E6%B3%9B%E9%85%B8,raw page parsed but no definition found,dayi,not_found,,no exact symptom result in search page,no,
1953,淋巴结炎,duguji,ok,https://baike.duguji.cn/baike/w/%E6%B7%8B%E5%B7%B4%E7%BB%93%E7%82%8E,,,skipped_first_source_success,,,yes,duguji
1952,淋巴结核,duguji,ok,https://baike.duguji.cn/baike/w/%E6%B7%8B%E5%B7%B4%E7%BB%93%E6%A0%B8,,,skipped_first_source_success,,,yes,duguji
1923,早期肝硬化,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%97%A9%E6%9C%9F%E8%82%9D%E7%A1%AC%E5%8C%96,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1954,淋巴结结核,duguji,ok,https://baike.duguji.cn/baike/w/%E6%B7%8B%E5%B7%B4%E7%BB%93%E7%BB%93%E6%A0%B8,,,skipped_first_source_success,,,yes,duguji
1927,昏花,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%98%8F%E8%8A%B1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1926,时疫感冒,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%97%B6%E7%96%AB%E6%84%9F%E5%86%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1960,温病,duguji,ok,https://baike.duguji.cn/baike/w/%E6%B8%A9%E7%97%85,,,skipped_first_source_success,,,yes,duguji
1929,晐嗽,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%99%90%E5%97%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1938,气喘痰多,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B0%94%E5%96%98%E7%97%B0%E5%A4%9A,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1944,水肿胀满尿少,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B0%B4%E8%82%BF%E8%83%80%E6%BB%A1%E5%B0%BF%E5%B0%91,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1948,泻痢后重,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B3%BB%E7%97%A2%E5%90%8E%E9%87%8D,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1943,水肿胀满,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B0%B4%E8%82%BF%E8%83%80%E6%BB%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1970,溃疡,duguji,ok,https://baike.duguji.cn/baike/w/%E6%BA%83%E7%96%A1,,,skipped_first_source_success,,,yes,duguji
1955,淋巴结肿痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B7%8B%E5%B7%B4%E7%BB%93%E8%82%BF%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1976,炭疽,duguji,ok,https://baike.duguji.cn/baike/w/%E7%82%AD%E7%96%BD,,,skipped_first_source_success,,,yes,duguji
1956,淋沥涩痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B7%8B%E6%B2%A5%E6%B6%A9%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1975,炎症,duguji,ok,https://baike.duguji.cn/baike/w/%E7%82%8E%E7%97%87,,,skipped_first_source_success,,,yes,duguji
1983,热毒疮疡,duguji,ok,https://baike.duguji.cn/baike/w/%E7%83%AD%E6%AF%92%E7%96%AE%E7%96%A1,,,skipped_first_source_success,,,yes,duguji
1981,烫伤,duguji,ok,https://baike.duguji.cn/baike/w/%E7%83%AB%E4%BC%A4,,,skipped_first_source_success,,,yes,duguji
1959,温疫时毒,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B8%A9%E7%96%AB%E6%97%B6%E6%AF%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1988,热痹,duguji,ok,https://baike.duguji.cn/baike/w/%E7%83%AD%E7%97%B9,,,skipped_first_source_success,,,yes,duguji
1994,牛皮癣,duguji,ok,https://baike.duguji.cn/baike/w/%E7%89%9B%E7%9A%AE%E7%99%A3,,,skipped_first_source_success,,,yes,duguji
1963,湿热淋证,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B9%BF%E7%83%AD%E6%B7%8B%E8%AF%81,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1964,湿热疮满,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B9%BF%E7%83%AD%E7%96%AE%E6%BB%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1973,澹语,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%BE%B9%E8%AF%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1965,湿热痢疾,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B9%BF%E7%83%AD%E7%97%A2%E7%96%BE,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1969,湿痹病,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B9%BF%E7%97%B9%E7%97%85,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2006,疟母,duguji,ok,https://baike.duguji.cn/baike/w/%E7%96%9F%E6%AF%8D,,,skipped_first_source_success,,,yes,duguji
1974,火毒疮疡,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%81%AB%E6%AF%92%E7%96%AE%E7%96%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2016,疮疖,duguji,ok,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%96%96,,,skipped_first_source_success,,,yes,duguji
1990,焮肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%84%AE%E8%82%BF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2002,疗疮,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%97%E7%96%AE,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
1993,牙龈肿痛出血,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%89%99%E9%BE%88%E8%82%BF%E7%97%9B%E5%87%BA%E8%A1%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2003,疝气疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%9D%E6%B0%94%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2004,疝气痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%9D%E6%B0%94%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2001,疗毒,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%97%E6%AF%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2014,疫毒感冒,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%AB%E6%AF%92%E6%84%9F%E5%86%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2015,疮满,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E6%BB%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2008,疟疾寒热,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%9F%E7%96%BE%E5%AF%92%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2019,疮疡痈肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%96%A1%E7%97%88%E8%82%BF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2021,疮疳,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%96%B3,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2022,疮痈,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%97%88,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2032,痈疮,duguji,ok,https://baike.duguji.cn/baike/w/%E7%97%88%E7%96%AE,,,skipped_first_source_success,,,yes,duguji
2020,疮疡肿毒,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%96%A1%E8%82%BF%E6%AF%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2024,疮癞,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%99%9E,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2023,疮痈肿毒,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%AE%E7%97%88%E8%82%BF%E6%AF%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2043,痔疮,duguji,ok,https://baike.duguji.cn/baike/w/%E7%97%94%E7%96%AE,,,skipped_first_source_success,,,yes,duguji
2025,疳肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%B3%E8%82%BF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2046,痞块,duguji,ok,https://baike.duguji.cn/baike/w/%E7%97%9E%E5%9D%97,,,skipped_first_source_success,,,yes,duguji
2044,痔瘘,duguji,ok,https://baike.duguji.cn/baike/w/%E7%97%94%E7%98%98,,,skipped_first_source_success,,,yes,duguji
2049,痤疮,duguji,ok,https://baike.duguji.cn/baike/w/%E7%97%A4%E7%96%AE,,,skipped_first_source_success,,,yes,duguji
2050,痧,duguji,ok,https://baike.duguji.cn/baike/w/%E7%97%A7,,,skipped_first_source_success,,,yes,duguji
2027,疼痛麻木,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%96%BC%E7%97%9B%E9%BA%BB%E6%9C%A8,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2030,痈疖,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%97%88%E7%96%96,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2028,病后虚热不退,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%97%85%E5%90%8E%E8%99%9A%E7%83%AD%E4%B8%8D%E9%80%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2060,痱子,duguji,ok,https://baike.duguji.cn/baike/w/%E7%97%B1%E5%AD%90,,,skipped_first_source_success,,,yes,duguji
2063,痿躄,duguji,ok,https://baike.duguji.cn/baike/w/%E7%97%BF%E8%BA%84,,,skipped_first_source_success,,,yes,duguji
2031,痈疖肿毒,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%97%88%E7%96%96%E8%82%BF%E6%AF%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2064,瘟疫,duguji,no_definition,https://baike.duguji.cn/baike/w/%E7%98%9F%E7%96%AB,raw page parsed but no definition found,dayi,not_found,,no exact symptom result in search page,no,
2036,痈疽疮疡,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%97%88%E7%96%BD%E7%96%AE%E7%96%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2035,痈疽疮毒,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%97%88%E7%96%BD%E7%96%AE%E6%AF%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2033,痈疮肿毒,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%97%88%E7%96%AE%E8%82%BF%E6%AF%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2039,痈肿疮毒,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%97%88%E8%82%BF%E7%96%AE%E6%AF%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2051,痧胀腹痛吐泻,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%97%A7%E8%83%80%E8%85%B9%E7%97%9B%E5%90%90%E6%B3%BB,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2061,痹疽,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%97%B9%E7%96%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2058,痰热喘嗽,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%97%B0%E7%83%AD%E5%96%98%E5%97%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2069,療疬,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%99%82%E7%96%AC,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2070,療痂,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%99%82%E7%97%82,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2071,癌痕,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%99%8C%E7%97%95,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2075,癣疮,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%99%A3%E7%96%AE,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2089,白癜风,duguji,ok,https://baike.duguji.cn/baike/w/%E7%99%BD%E7%99%9C%E9%A3%8E,,,skipped_first_source_success,,,yes,duguji
2072,癌肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%99%8C%E8%82%BF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2092,皮炎,duguji,ok,https://baike.duguji.cn/baike/w/%E7%9A%AE%E7%82%8E,,,skipped_first_source_success,,,yes,duguji
2090,白细胞减少症,duguji,no_definition,https://baike.duguji.cn/baike/w/%E7%99%BD%E7%BB%86%E8%83%9E%E5%87%8F%E5%B0%91%E7%97%87,raw page parsed but no definition found,dayi,not_found,,no exact symptom result in search page,no,
2094,皮肤溃疡,duguji,ok,https://baike.duguji.cn/baike/w/%E7%9A%AE%E8%82%A4%E6%BA%83%E7%96%A1,,,skipped_first_source_success,,,yes,duguji
2076,癣疾,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%99%A3%E7%96%BE,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2077,癥瘕结块,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%99%A5%E7%98%95%E7%BB%93%E5%9D%97,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2105,眼底出血,duguji,ok,https://baike.duguji.cn/baike/w/%E7%9C%BC%E5%BA%95%E5%87%BA%E8%A1%80,,,skipped_first_source_success,,,yes,duguji
2108,破伤风,duguji,ok,https://baike.duguji.cn/baike/w/%E7%A0%B4%E4%BC%A4%E9%A3%8E,,,skipped_first_source_success,,,yes,duguji
2109,秃疮,duguji,ok,https://baike.duguji.cn/baike/w/%E7%A7%83%E7%96%AE,,,skipped_first_source_success,,,yes,duguji
2081,癲狂,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%99%B2%E7%8B%82,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
2113,筋挛,duguji,ok,https://baike.duguji.cn/baike/w/%E7%AD%8B%E6%8C%9B,,,skipped_first_source_success,,,yes,duguji
