TCM_symptom_id,TCM_symptom_name,status,updated,message
1488,咽黏膜充血,ok,yes,
1487,咽喉灼热,ok,yes,
1490,咽下不利,ok,yes,
1492,咽痈,ok,yes,
1493,咽燥,ok,yes,
1482,咽喉痛,ok,yes,
1484,咽喉肿,ok,yes,
1486,咽喉肿痈,ok,yes,
1494,咽中有痰,ok,yes,
1497,言语不清,ok,yes,
1498,言语不淸,ok,yes,
1495,咽灼热感,ok,yes,
1502,眼边刺痒,ok,yes,
1500,颜面部红斑,ok,yes,
1501,颜面皮肤光亮油腻,ok,yes,
1506,眼睑红烂,ok,yes,
1503,眼底瘀血,ok,yes,
1505,眼睑赤烂,ok,yes,
1508,眼睛痛痒,ok,yes,
1499,言语謇涩,ok,yes,
1521,腰部疼痛,ok,yes,
1522,腰部痿软,ok,yes,
1518,阳虚欲脱,ok,yes,
1510,眼目昏花,ok,yes,
1523,腰骶酸痛,ok,yes,
1524,腰骶痛,ok,yes,
1515,阳痿,ok,yes,
1511,眼目昏涩,ok,yes,
1525,腰骶胀痛,ok,yes,
1526,腰腹疼痛,ok,yes,
1530,腰脊疼痛,ok,yes,
1512,眼生翳膜,ok,yes,
1535,腰腿疼痛重着,ok,yes,
1529,腰脊酸痛,ok,yes,
1533,腰腿酸软,ok,yes,
1528,腰脊冷痛,ok,yes,
1540,腰膝痠软,ok,yes,
1538,腰膝关节疼痛,ok,yes,
1537,腰膝关节酸重,ok,yes,
1539,腰膝冷痛,ok,yes,
1548,夜间遗尿,ok,yes,
1541,腰膝酸冷,ok,yes,
1544,腰膝酸重,ok,yes,
1543,腰膝酸痛,ok,yes,
1547,药食中毒,ok,yes,
1551,夜寐不安,ok,yes,
1545,腰膝疼痛,ok,yes,
1550,夜盲昏花,ok,yes,
1552,夜梦,ok,yes,
1554,夜眠不宁,ok,yes,
1555,夜尿频,ok,yes,
1553,夜眠不安,ok,yes,
1556,夜尿频多,ok,yes,
1565,易感风邪,ok,yes,
1568,易怒,ok,yes,
1563,抑郁,ok,yes,
1566,易饥,ok,yes,
1571,阴道干燥,ok,yes,
1574,阴疽初起,ok,yes,
1567,易惊,ok,yes,
1581,饮食不化,ok,yes,
1569,翳膜遮睛,ok,yes,
1573,阴疽不敛,ok,yes,
1587,阴部肿块,ok,yes,
1584,饮食少进,ok,yes,
1575,阴疽肿痛,ok,yes,
1576,阴囊湿痒,ok,yes,
1590,嬴瘦,ok,yes,
1579,音哑,ok,yes,
1591,癭瘤初起,ok,yes,
1580,饮酒过多,ok,yes,
1600,痈肿疮疡,ok,yes,
1598,痈疽肿痛,ok,yes,
1605,右上腹隐隐作痛,ok,yes,
1595,痈疽疔毒,ok,yes,
1604,有血块,ok,yes,
1597,痈疽肿毒,ok,yes,
1594,痈疽不溃,ok,yes,
1596,痈疽难溃,ok,yes,
1606,右胁胀满,ok,yes,
1602,涌吐痰涎,ok,yes,
1608,瘀血不尽,ok,yes,
1601,痈肿溃烂,ok,yes,
1609,瘀血肿胀,ok,yes,
1613,语言不利,ok,yes,
1620,月经量多，味臭,ok,yes,
1615,郁闷心烦,ok,yes,
1611,瘀阻经闭,ok,yes,
1625,晕船,ok,yes,
1618,月经后错,ok,yes,
1627,运动劳损,ok,yes,
1623,月经先后不定期,ok,yes,
1612,鱼蟹中毒,ok,yes,
1643,真元不足,ok,yes,
1645,癥积,ok,yes,
1626,晕眩,ok,yes,
1633,燥咳少痰,ok,yes,
1628,脏器下垂,ok,yes,
1634,燥渴,ok,yes,
1639,谵狂,ok,yes,
1629,脏血,ok,yes,
1649,癥块,ok,yes,
1651,支气管扩张出血,ok,yes,
1647,癥瘕腹痛,ok,yes,
1654,肢倦乏力,ok,yes,
1652,肢浮肿,ok,yes,
1648,癥瘕痞块,ok,yes,
1658,肢体不利,ok,yes,
1659,肢体不用,ok,yes,
1660,肢体沉重,ok,yes,
1661,肢体乏力,ok,yes,
1653,肢节疼痛,ok,yes,
1655,肢冷,ok,yes,
1656,肢麻,ok,yes,
1662,肢体浮肿,ok,yes,
1664,肢体活动受限,ok,yes,
1663,肢体关节疼痛,ok,yes,
1665,肢体肌肉萎缩,ok,yes,
1657,肢酸,ok,yes,
1667,肢体困重,ok,yes,
1668,肢体剌痛,ok,yes,
1670,肢体麻木拘挛,ok,yes,
1671,肢体酸痛,ok,yes,
1674,肢体胸痛,ok,yes,
1666,肢体拘挛,ok,yes,
1672,肢体酸重,ok,yes,
1678,痔疮肿,ok,yes,
1693,周身乏力,ok,yes,
1691,肿胀麻木,ok,yes,
1689,肿硬作痛,ok,yes,
1680,痔血,ok,yes,
1681,痔肿,ok,yes,
1700,浊涕臭气,ok,yes,
1703,子宫功能性出血,ok,yes,
1686,肿毒,ok,yes,
1688,肿痛羞明,ok,yes,
1705,子痫抽搐,ok,yes,
1708,足抽搐,ok,yes,
1694,转筋挛急,ok,yes,
1695,转筋挛痛,ok,yes,
1709,足跟疼痛,ok,yes,
1710,足胫红肿热痛,ok,yes,
1711,足拘挛,ok,yes,
1715,足膝红肿,ok,yes,
1716,足膝红肿热痛,ok,yes,
1717,足肿胀,ok,yes,
1712,足冷,ok,yes,
1714,足痿筋挛,ok,yes,
1713,足麻木,ok,yes,
1720,不得平卧,ok,yes,
1723,不饥食少,ok,yes,
1721,不眠,ok,yes,
1722,不语,ok,yes,
1726,中暑发痧,ok,yes,
1727,中风痰迷,ok,yes,
1725,中恶昏迷,ok,yes,
1729,久咳胸痛,ok,yes,
1730,久溃不敛,ok,yes,
1728,久不收口,ok,yes,
1738,乳闭,ok,yes,
1732,乳房结块,ok,yes,
1733,乳痈肿痛,ok,yes,
1739,二便不利,ok,yes,
1743,产后手足浮肿,ok,yes,
1745,产后淤阻,ok,yes,
1741,亦气疼痛,ok,yes,
1747,产后瘀滞腹痛,ok,yes,
1746,产后瘀滞,ok,yes,
1748,产后瘀血,ok,yes,
1750,产后瘀阻,ok,yes,
1749,产后瘀血腹痛,ok,yes,
1751,产后瘀阻腹痛,ok,yes,
1755,伤酒口渴,ok,yes,
1753,产后血虚发热,ok,yes,
1759,体倦乏力,ok,yes,
1758,伤食腹痛腹泻,ok,yes,
1761,作喘,ok,yes,
1762,便塘,ok,yes,
1763,偏正头痛,ok,yes,
1764,健忘多梦,ok,yes,
1765,关窍不通,ok,yes,
1766,关节痿软,ok,yes,
1768,关节酸,ok,yes,
1775,历节痹痛,ok,yes,
1769,内伤出血,ok,yes,
1771,冻疮.,ok,yes,
1773,劳伤腰痛,ok,yes,
1776,历节风痛,ok,yes,
1781,口眼㖞斜,ok,yes,
1780,口㖞,ok,yes,
1778,发痧,ok,yes,
1783,口眼干燥综合征,ok,yes,
1782,口眼喝斜,ok,yes,
1787,吐泻转筋,ok,yes,
1784,口蜗,ok,yes,
1790,呕吐腹痛,ok,yes,
1789,呕吐呃逆,ok,yes,
1791,呕哕,ok,yes,
1792,呕逆吐酸,ok,yes,
1793,咯吐不出,ok,yes,
1798,咽喉干痛,ok,yes,
1795,咳嗽气喘,ok,yes,
1794,咳喘痰多,ok,yes,
1802,喉痹肿痛,ok,yes,
1803,喉肿痛,ok,yes,
1801,喉痹乳蛾,ok,yes,
1808,四肢挛急疼痛,ok,yes,
1809,四肢痿软,ok,yes,
1812,夏伤暑湿,ok,yes,
1810,壮热烦渴,ok,yes,
1815,外感发热,ok,yes,
1813,外伤出血,ok,yes,
1823,头痛头晕,ok,yes,
1824,头痛目赤,ok,yes,
1814,外伤肿痛,ok,yes,
1818,大头瘟疫,ok,yes,
1827,头身疼痛,ok,yes,
1830,妇女断乳,ok,yes,
1831,妇女湿热带下,ok,yes,
1836,子宫颈癌,ok,yes,
1851,小便遗沥,ok,yes,
1844,寒积便秘,ok,yes,
1837,实热积滞便秘,ok,yes,
1839,寒湿呕逆,ok,yes,
1848,小便短赤涩痛,ok,yes,
1850,小便赤,ok,yes,
1842,寒疝腹痛,ok,yes,
1854,小儿惊啼,ok,yes,
1858,小儿疳热,ok,yes,
1864,尿热涩痛,ok,yes,
1857,小儿慢惊,ok,yes,
1862,少阴伏风头痛,ok,yes,
1861,小儿高热抽搐,ok,yes,
1860,小儿痰热惊痫,ok,yes,
1869,崩漏下血,ok,yes,
1863,尿少涩痛,ok,yes,
1866,尿闭,ok,yes,
1872,带下阴痒,ok,yes,
1877,庁肿,ok,yes,
1878,弛缓胃肌,ok,yes,
1886,心腹暴痛,ok,yes,
1885,心胸郁闷,ok,yes,
1888,心腹瘀痛,ok,yes,
1887,心腹疼痛,ok,yes,
1897,恶露不行,ok,yes,
1903,感冒风寒,ok,yes,
1893,急性鼓膜炎,ok,yes,
1898,惊痛,ok,yes,
1909,手足瘈疭,ok,yes,
1911,扭挫伤痛,ok,yes,
1923,早期肝硬化,ok,yes,
1914,挛痛,ok,yes,
1926,时疫感冒,ok,yes,
1915,损伤出血,ok,yes,
1922,无痰,ok,yes,
1927,昏花,ok,yes,
1928,昏迷不醒,ok,yes,
1929,晐嗽,ok,yes,
1943,水肿胀满,ok,yes,
1933,杨梅疮,ok,yes,
1938,气喘痰多,ok,yes,
1955,淋巴结肿痛,ok,yes,
1944,水肿胀满尿少,ok,yes,
1956,淋沥涩痛,ok,yes,
1963,湿热淋证,ok,yes,
1948,泻痢后重,ok,yes,
1947,泛酸,ok,yes,
1959,温疫时毒,ok,yes,
1965,湿热痢疾,ok,yes,
1969,湿痹病,ok,yes,
1964,湿热疮满,ok,yes,
1990,焮肿,ok,yes,
1973,澹语,ok,yes,
1974,火毒疮疡,ok,yes,
1993,牙龈肿痛出血,ok,yes,
2003,疝气疼痛,ok,yes,
2001,疗毒,ok,yes,
2002,疗疮,ok,yes,
2008,疟疾寒热,ok,yes,
2004,疝气痛,ok,yes,
2014,疫毒感冒,ok,yes,
2019,疮疡痈肿,ok,yes,
2015,疮满,ok,yes,
2020,疮疡肿毒,ok,yes,
2021,疮疳,ok,yes,
2022,疮痈,ok,yes,
2024,疮癞,ok,yes,
2023,疮痈肿毒,ok,yes,
2028,病后虚热不退,ok,yes,
2025,疳肿,ok,yes,
2027,疼痛麻木,ok,yes,
2033,痈疮肿毒,ok,yes,
2031,痈疖肿毒,ok,yes,
2030,痈疖,ok,yes,
2036,痈疽疮疡,ok,yes,
2039,痈肿疮毒,ok,yes,
2058,痰热喘嗽,ok,yes,
2035,痈疽疮毒,ok,yes,
2051,痧胀腹痛吐泻,ok,yes,
2064,瘟疫,ok,yes,
2061,痹疽,ok,yes,
2070,療痂,ok,yes,
2069,療疬,ok,yes,
2071,癌痕,ok,yes,
2072,癌肿,ok,yes,
2075,癣疮,ok,yes,
2077,癥瘕结块,ok,yes,
2081,癲狂,ok,yes,
2076,癣疾,ok,yes,
2085,白带过多,ok,yes,
2086,白浊带下,ok,yes,
2096,皮肤顽癣,ok,yes,
2090,白细胞减少症,ok,yes,
2104,眩悸,ok,yes,
2097,目暗,ok,yes,
2098,目涩痛,ok,yes,
2107,睾丸肿痛,ok,yes,
2106,眼结膜炎,ok,yes,
2112,筋伤骨折,ok,yes,
2116,筋骨痛,ok,yes,
2114,筋骨折伤,ok,yes,
2117,筋骨痪软,ok,yes,
2119,类血友病,ok,yes,
2118,筋骨痰软,ok,yes,
2125,经多,ok,yes,
2124,细菌性感染引起炎症肿毒,ok,yes,
2123,细菌性感染,ok,yes,
2127,经闭痛经,ok,yes,
2126,经络气滞,ok,yes,
2128,结块,ok,yes,
2130,结核性瘘管,ok,yes,
2133,绝经期眩晕,ok,yes,
2132,结胸痞满,ok,yes,
2135,继发性血小板减少性紫癜,ok,yes,
2136,缠身蛇丹,ok,yes,
2140,聤耳流脓,ok,yes,
2138,聘耳流脓,ok,yes,
2144,肝热头晕,ok,yes,
2145,肝病出血,ok,yes,
2141,肉暗紫黑,ok,yes,
2148,肝肾阴虚眩晕,ok,yes,
2147,肝肾不足腰膝酸冷,ok,yes,
2149,肝肾阴虚眩晕耳鸣,ok,yes,
2151,肝胆病,ok,yes,
2157,肠痈肿痛,ok,yes,
2160,肠风泻血,ok,yes,
2161,肢体不遂,ok,yes,
2155,肠燥便秘,ok,yes,
2165,肢节拘挛,ok,yes,
2162,肢体痿软,ok,yes,
2163,肢体酸,ok,yes,
2164,肢体重,ok,yes,
2166,肩臂痛,ok,yes,
2167,肩臂酸,ok,yes,
2171,肺捞,ok,yes,
2168,肩臂酸痛麻木,ok,yes,
2170,肺出血,ok,yes,
2174,肺热喘嗽,ok,yes,
2173,肺热咳喘,ok,yes,
2178,肺痨咳血,ok,yes,
2175,肺热痰壅,ok,yes,
2177,肺痈吐脓,ok,yes,
2180,肺结核咳嗽,ok,yes,
2182,肺虚咳血,ok,yes,
2184,肾冷痛,ok,yes,
2187,肾炎水肿,ok,yes,
2183,肾与小腹冷痛,ok,yes,
2193,胀满疼痛,ok,yes,
2190,肾虚腰膝酸痛,ok,yes,
2198,胆石症,ok,yes,
2191,肾虚阳痿,ok,yes,
2196,胃肠道肿瘤,ok,yes,
2200,胸中痞闷,ok,yes,
2201,胸痹刺痛,ok,yes,
2205,胸膈不舒,ok,yes,
2203,胸腔积水,ok,yes,
2207,脉结代,ok,yes,
2209,脘痛,ok,yes,
2208,脓水淋漓,ok,yes,
2202,胸脘痞闷胀满,ok,yes,
2204,胸腹胀闷疼痛,ok,yes,
2210,脘痞吐泻,ok,yes,
2212,脘腹挛急疼痛,ok,yes,
2211,脘痞呕恶,ok,yes,
2214,脘腹胀满冷痛,ok,yes,
2215,脘腹胁肋疼痛,ok,yes,
2213,脘腹痞满胀痛,ok,yes,
2216,脘腹虛痛,ok,yes,
2217,脚气肿毒,ok,yes,
2218,脚气肿胀,ok,yes,
2220,脱力劳伤,ok,yes,
2221,脾肾虚泻,ok,yes,
2223,脾虚食少,ok,yes,
2219,脚癣,ok,yes,
2225,腰冷痛,ok,yes,
2226,腰腿疼痛,ok,yes,
2228,腰膝关节酸重疼痛,ok,yes,
2229,腰膝痿软,ok,yes,
2234,腹绞痛,ok,yes,
2243,膝酸,ok,yes,
2238,膝关节沉重,ok,yes,
2235,腹腔积水,ok,yes,
2248,菌痢,ok,yes,
2251,虚热烦渴,ok,yes,
2244,膝酸软,ok,yes,
2258,蛇咬蝎螫,ok,yes,
2253,虫积食滞,ok,yes,
2256,蚕豆病,ok,yes,
2262,蛔虫腹痛,ok,yes,
2269,血热发斑,ok,yes,
2268,血热便血,ok,yes,
2264,蟹中毒,ok,yes,
2270,血热发疹,ok,yes,
2267,血淋涩痛,ok,yes,
2271,血热吐血,ok,yes,
2272,血热咯血,ok,yes,
2274,血热紫癜,ok,yes,
2279,赘疣,ok,yes,
2275,血热血淋,ok,yes,
2276,血热衄血,ok,yes,
2284,跌扑损伤,ok,yes,
2278,贲门部痉挛,ok,yes,
2283,趺扑肿痛,ok,yes,
2281,赤白痢疾,ok,yes,
2285,跌扑闪挫,ok,yes,
2287,跌打扭伤,ok,yes,
2286,跌打伤肿,ok,yes,
2288,跌打骨折,ok,yes,
2292,醉酒,ok,yes,
2294,金疮出血,ok,yes,
2290,郁闷,ok,yes,
2299,阳毒发斑,ok,yes,
2300,阳痪,ok,yes,
2301,阳痿不孕,ok,yes,
2302,阳瘘,ok,yes,
2306,阴虚劳嗽,ok,yes,
2305,阴寒腹痛,ok,yes,
2308,阴道滴虫,ok,yes,
2303,阳萎,ok,yes,
2309,院腹冷痛,ok,yes,
2315,面目肌肤浮肿,ok,yes,
2310,院腹括闷,ok,yes,
2317,风寒挟湿头痛,ok,yes,
2320,风水浮肿,ok,yes,
2319,风寒湿痹痛,ok,yes,
2321,风湿关节疼痛,ok,yes,
2322,风湿关节痿软疼痛,ok,yes,
2326,风湿痹病,ok,yes,
2327,风湿肢体痿软疼痛,ok,yes,
2328,风湿肩臂疼痛,ok,yes,
2330,风湿顽痹,ok,yes,
2331,风湿骨痛,ok,yes,
2329,风湿肿痛,ok,yes,
2334,风热郁肺咽痛,ok,yes,
2340,饮食不消,ok,yes,
2345,高热抽搐,ok,yes,
2336,风疹丹毒,ok,yes,
2338,风痹病,ok,yes,
2348,高血压病,ok,yes,
2349,鱼中毒,ok,yes,
2354,麻醉止痛,ok,yes,
2355,麻风,ok,yes,
2359,黄水病,ok,yes,
2360,黄疽,ok,yes,
2357,黄水淋漓,ok,yes,
2362,黏稠难咯,ok,yes,
2361,黄肿胀满,ok,yes,
2363,鼻塞不通,ok,yes,
