Herb_ID,Herb_cn_name,detail_url,filled_fields,filled_values
HERB001253,地锦,https://www.dayi.org.cn/cmedical/300439.html,Properties,"{""Properties"": ""味辛、微涩，性温""}"
HERB001252,地椒,https://www.dayi.org.cn/cmedical/300438.html,Toxicity|UsePart|Function|Indication|Properties|Meridians,"{""Toxicity"": ""小毒"", ""UsePart"": ""地上部分"", ""Function"": ""温中散寒，祛风止痛。"", ""Indication"": ""主治吐逆，腹痛，泄泻，食少痞胀，风寒咳嗽，咽肿，周身疼痛。"", ""Properties"": ""味辛，性温"", ""Meridians"": ""归肺、胃经""}"
HERB001258,地钱,https://www.dayi.org.cn/cmedical/300456.html,Function|Indication|Properties|Meridians,"{""Function"": ""清热利湿，解毒敛疮。"", ""Indication"": ""湿热黄疸，疮痈肿毒，毒蛇咬伤，水火烫伤，骨折，刀伤。"", ""Properties"": ""味淡，性凉。"", ""Meridians"": ""归肝、胃经""}"
HERB001259,地梢瓜,https://www.dayi.org.cn/cmedical/300461.html,Properties,"{""Properties"": ""味甘，性凉""}"
HERB001267,地桃花,https://www.dayi.org.cn/cmedical/300466.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Properties"": ""味甘、辛，性平"", ""Meridians"": ""归脾、肺经""}"
HERB001266,棣棠花,https://www.dayi.org.cn/cmedical/300479.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""无毒（棣棠花）"", ""Properties"": ""味微苦、涩，性平。"", ""Meridians"": ""归肺、脾、胃经""}"
HERB001292,颠茄草,https://www.dayi.org.cn/cmedical/300515.html,Indication,"{""Indication"": ""胃及十二指肠溃疡，胃肠道、肾、胆绞痛，呕恶，盗汗，流涎。""}"
HERB001309,丁香,https://www.dayi.org.cn/cmedical/300549.html,Toxicity,"{""Toxicity"": ""无毒""}"
HERB001308,丁茄,https://www.dayi.org.cn/cmedical/300548.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""有毒"", ""Properties"": ""味苦、辛，性微温，"", ""Meridians"": ""归肺、胃经""}"
HERB001312,丁香罗勒,https://www.dayi.org.cn/cmedical/300554.html,UsePart|Function|Indication|Properties,"{""UsePart"": ""地上部分"", ""Function"": ""发汗解表，祛风利湿，散瘀止痛。"", ""Indication"": ""丁香罗勒主要用于治疗风寒感冒，头痛，胃胀腹痛，消化不良，肠鸣腹泻，跌打肿痛，风湿性关节炎。"", ""Properties"": ""味辛，凉""}"
HERB001311,丁香露,https://www.dayi.org.cn/cmedical/300553.html,Toxicity|Function|Indication|Properties,"{""Toxicity"": ""无毒"", ""Function"": ""温中散寒，理气止痛。"", ""Indication"": ""主治寒澼，胃痛。"", ""Properties"": ""味微辛，性微温""}"
HERB001310,丁香根,https://www.dayi.org.cn/cmedical/300550.html,Toxicity|UsePart|Function|Indication|Properties|Meridians,"{""Toxicity"": ""小毒"", ""UsePart"": ""树根"", ""Function"": ""散热解毒。"", ""Indication"": ""风热肿毒。"", ""Properties"": ""味辛，性平，"", ""Meridians"": ""归肺经""}"
HERB001314,丁香树皮,https://www.dayi.org.cn/cmedical/300555.html,Herb_latin_name|Toxicity|UsePart|Function|Indication|Properties|Meridians,"{""Herb_latin_name"": ""Syzygium aromaticum(L.) Merr. Et Perry"", ""Toxicity"": ""无毒"", ""UsePart"": ""树皮"", ""Function"": ""散寒理气，止痛止泻。"", ""Indication"": ""中寒脘腹痛胀，泄泻，齿痛。"", ""Properties"": ""味辛，性温，"", ""Meridians"": ""归脾、胃经""}"
HERB001316,丁香油,https://www.dayi.org.cn/cmedical/300556.html,Toxicity|Indication,"{""Toxicity"": ""无毒"", ""Indication"": ""胃寒胀痛，呃逆，吐血，痹痛，疝痛，口臭，牙痛。""}"
HERB001317,丁香枝,https://www.dayi.org.cn/cmedical/300557.html,Herb_latin_name|Toxicity|UsePart|Function|Indication|Properties|Meridians,"{""Herb_latin_name"": ""Syzygium aromaticum(L.) Merr.Et Perry"", ""Toxicity"": ""无毒"", ""UsePart"": ""树枝"", ""Function"": ""理气散寒，温中止泻。"", ""Indication"": ""脘腹胀满，恶心，泄泻虚滑，水谷不消。"", ""Properties"": ""味辛，性平，"", ""Meridians"": ""归脾、胃经""}"
HERB001326,东北雷公藤,https://www.dayi.org.cn/cmedical/300573.html,Herb_latin_name|Toxicity|UsePart|Function|Indication|Properties|Meridians,"{""Herb_latin_name"": ""Tripterygium regelii Spragus et Takeda"", ""Toxicity"": ""有毒"", ""UsePart"": ""根、全株"", ""Function"": ""祛风除湿，利水消肿，杀虫解毒。"", ""Indication"": ""主治类风湿性关节炎，臌胀水肿，黄疸，痞积，跌打损伤，瘰疬，疮疡肿痛，头癣，皮肤瘙痒，毒蛇咬伤。"", ""Properties"": ""味苦、辛，性凉"", ""Meridians"": ""归肝、胆、脾经""}"
HERB001331,东北延胡索,https://www.dayi.org.cn/cmedical/300577.html,Properties|Meridians,"{""Properties"": ""味辛、苦，性温，"", ""Meridians"": ""归肝、胃经""}"
HERB001334,东当归,https://www.dayi.org.cn/cmedical/300580.html,Properties,"{""Properties"": ""味辛、甘，性温""}"
HERB001352,东风菜,https://www.dayi.org.cn/cmedical/300585.html,Properties,"{""Properties"": ""味辛、甘，性寒""}"
HERB001353,东风橘根,https://www.dayi.org.cn/cmedical/300589.html,Properties|Meridians,"{""Properties"": ""味辛，性温"", ""Meridians"": ""归肺、脾、胃经""}"
HERB001357,冬瓜子,https://www.dayi.org.cn/cmedical/1114060.html,UsePart|Function|Properties|Meridians,"{""UsePart"": ""种子"", ""Function"": ""清热化痰，排脓，利湿。"", ""Properties"": ""味甘，性微寒"", ""Meridians"": ""归肺、脾、小肠经""}"
HERB001360,冬葵果,https://www.dayi.org.cn/cmedical/300603.html,Toxicity|UsePart|Properties|Meridians,"{""Toxicity"": ""无毒"", ""UsePart"": ""成熟果实"", ""Properties"": ""味甘、涩，性凉。"", ""Meridians"": ""归小肠、大肠、膀胱经""}"
HERB001378,豆蔻,https://www.dayi.org.cn/cmedical/300628.html,UsePart|Properties|Meridians,"{""UsePart"": ""成熟果实"", ""Properties"": ""味辛，性温"", ""Meridians"": ""归肺、脾、胃经""}"
HERB001388,杜衡,https://www.dayi.org.cn/cmedical/300657.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""小毒"", ""Properties"": ""味辛，性温，"", ""Meridians"": ""归肺、肾经""}"
HERB001396,杜茎山,https://www.dayi.org.cn/cmedical/300658.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Properties"": ""味苦，性寒，"", ""Meridians"": ""归心、肝、脾、肾经""}"
HERB001395,独角莲,https://www.dayi.org.cn/cmedical/300643.html,Toxicity|UsePart|Function|Indication|Properties|Meridians,"{""Toxicity"": ""有毒"", ""UsePart"": ""全草"", ""Function"": ""具有清热解毒的功效。"", ""Indication"": ""主治毒蛇咬伤、瘰疬、跌打损伤。"", ""Properties"": ""味苦，性寒，"", ""Meridians"": ""归肝经""}"
HERB001398,杜鹃花叶,https://www.dayi.org.cn/cmedical/300663.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Properties"": ""味酸，性平，"", ""Meridians"": ""归心经""}"
HERB001397,杜鹃花,https://www.dayi.org.cn/cmedical/300660.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""有小毒"", ""Properties"": ""味甘、酸，性平，"", ""Meridians"": ""归肝、脾、肾经""}"
HERB001399,杜鹃兰,https://www.dayi.org.cn/cmedical/300664.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""小毒"", ""Properties"": ""味甘、微辛，性凉。"", ""Meridians"": ""归肝、脾经""}"
HERB001407,独一味,https://www.dayi.org.cn/cmedical/300655.html,Meridians,"{""Meridians"": ""归肝经""}"
HERB001402,毒芹根,https://www.dayi.org.cn/cmedical/300636.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""大毒"", ""Properties"": ""味辛、微甘，性温，"", ""Meridians"": ""归肝、肾经""}"
HERB001409,杜仲,https://www.dayi.org.cn/cmedical/1114072.html,Toxicity,"{""Toxicity"": ""无毒""}"
HERB001426,断节参,https://www.dayi.org.cn/cmedical/300699.html,Properties|Meridians,"{""Properties"": ""味甘、微苦，性温。"", ""Meridians"": ""归肝、肾经""}"
HERB001442,椴树,https://www.dayi.org.cn/cmedical/1116939.html,UsePart|Function|Indication|Properties,"{""UsePart"": ""根"", ""Function"": ""祛风活血，止痛。"", ""Indication"": ""跌打损伤，风湿疼痛，四肢麻木。"", ""Properties"": ""味苦，性温""}"
HERB001466,对叶榕,https://www.dayi.org.cn/cmedical/300718.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""果实有小毒"", ""Properties"": ""味甘、微苦，性凉。"", ""Meridians"": ""归肺、肝、肾经""}"
HERB001464,对叶豆,https://www.dayi.org.cn/cmedical/300715.html,Herb_latin_name|Toxicity|UsePart|Function|Indication|Properties|Meridians,"{""Herb_latin_name"": ""CassiaalataLinn."", ""Toxicity"": ""无毒"", ""UsePart"": ""叶"", ""Function"": ""祛风燥湿，止痒，缓泻。"", ""Indication"": ""湿疹，皮肤瘙痒，牛皮癣，神经性皮炎，疱疹，疮疖肿疡，便秘。"", ""Properties"": ""味苦，性寒，"", ""Meridians"": ""归心、脾经""}"
HERB001481,盾叶薯蓣,https://www.dayi.org.cn/cmedical/300730.html,Properties,"{""Properties"": ""味甘、苦，性凉""}"
HERB001496,多刺绿绒蒿,https://www.dayi.org.cn/cmedical/300731.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""小毒"", ""Properties"": ""味苦，性寒，"", ""Meridians"": ""归肝经""}"
HERB001527,多穗石柯叶,https://www.dayi.org.cn/cmedical/300749.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Properties"": ""味甘、微苦，性平，"", ""Meridians"": ""归肝经""}"
HERB001556,鹅不食草,https://www.dayi.org.cn/cmedical/300768.html,Properties|Meridians,"{""Properties"": ""味辛，性温"", ""Meridians"": ""归肺经""}"
HERB001557,鹅肠菜,https://www.dayi.org.cn/cmedical/1115668.html,Properties,"{""Properties"": ""味酸，性平""}"
HERB001564,阿胶,https://www.dayi.org.cn/cmedical/1117802.html,UsePart,"{""UsePart"": ""胶块""}"
HERB001574,峨参,https://www.dayi.org.cn/cmedical/300756.html,Properties|Meridians,"{""Properties"": ""味甘、辛，性微温"", ""Meridians"": ""归脾、胃、肺经""}"
HERB001572,鹅绒藤,https://www.dayi.org.cn/cmedical/300780.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Properties"": ""味苦，性寒，"", ""Meridians"": ""归脾、胃、肾经""}"
HERB001579,莪术,https://www.dayi.org.cn/cmedical/300755.html,UsePart,"{""UsePart"": ""根茎""}"
HERB001582,耳草,https://www.dayi.org.cn/cmedical/300799.html,Properties,"{""Properties"": ""味苦，性凉""}"
HERB001583,儿茶,https://www.dayi.org.cn/cmedical/300798.html,UsePart,"{""UsePart"": ""去皮枝、干""}"
HERB001605,发菜,https://www.dayi.org.cn/cmedical/1116012.html,Properties,"{""Properties"": ""味微甘，性微寒""}"
HERB001610,翻白草,https://www.dayi.org.cn/cmedical/1008582.html,Properties|Meridians,"{""Properties"": ""味甘、微苦，性平"", ""Meridians"": ""归肝、胃、大肠经""}"
HERB001612,番荔枝,https://www.dayi.org.cn/cmedical/300810.html,Toxicity|Properties,"{""Toxicity"": ""无毒"", ""Properties"": ""味甘，性寒""}"
HERB001614,番木瓜,https://www.dayi.org.cn/cmedical/300813.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Properties"": ""味甘，性平"", ""Meridians"": ""归脾、胃经""}"
HERB001615,番木瓜叶,https://www.dayi.org.cn/cmedical/300814.html,Properties,"{""Properties"": ""味甘，性平""}"
HERB001619,番石榴叶,https://www.dayi.org.cn/cmedical/300820.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Properties"": ""味苦、涩，性平，"", ""Meridians"": ""归大肠经""}"
HERB001621,番泻叶,https://www.dayi.org.cn/cmedical/1114102.html,Meridians,"{""Meridians"": ""归大肠经""}"
HERB001622,防风,https://www.dayi.org.cn/cmedical/300835.html,Toxicity,"{""Toxicity"": ""无毒""}"
HERB001623,防风花,https://www.dayi.org.cn/cmedical/300837.html,Herb_latin_name|Toxicity|UsePart|Function|Indication|Properties|Meridians,"{""Herb_latin_name"": ""Saposhnikoviadivaricata(Trucz.)Schischk."", ""Toxicity"": ""无毒"", ""UsePart"": ""花"", ""Function"": ""理气通络止痛。"", ""Indication"": ""脘腹痛，四肢拘挛，骨节疼痛。"", ""Properties"": ""味辛，性微温，"", ""Meridians"": ""归脾、胃、肝经""}"
HERB001624,防风叶,https://www.dayi.org.cn/cmedical/300838.html,Herb_latin_name|Toxicity|UsePart|Function|Indication|Properties|Meridians,"{""Herb_latin_name"": ""Saposhnikovia divaricata(Turcz. ) Schischk."", ""Toxicity"": ""无毒"", ""UsePart"": ""叶"", ""Function"": ""解表祛风。"", ""Indication"": ""中风热汗出。"", ""Properties"": ""味辛，性微温，"", ""Meridians"": ""归肺经""}"
HERB001635,飞蛾藤,https://www.dayi.org.cn/cmedical/300843.html,Properties|Meridians,"{""Properties"": ""味辛，性温，"", ""Meridians"": ""归肺、胃经""}"
HERB001642,飞龙掌血,https://www.dayi.org.cn/cmedical/300847.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""小毒"", ""Properties"": ""味辛、微苦，性温。"", ""Meridians"": ""归肝经""}"
HERB001643,飞龙掌血,https://www.dayi.org.cn/cmedical/300847.html,Toxicity|Function|Indication|Properties|Meridians,"{""Toxicity"": ""小毒"", ""Function"": ""祛风止痛，散瘀止血，解毒消肿。"", ""Indication"": ""风湿痹痛，腰痛，胃痛，痛经，经闭，跌打损伤，劳伤吐血，衄血，瘀滞崩漏，疮痈肿毒。"", ""Properties"": ""味辛、微苦，性温。"", ""Meridians"": ""归肝经""}"
HERB001655,飞燕草,https://www.dayi.org.cn/cmedical/300850.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""有毒"", ""Properties"": ""味辛、苦，性温，"", ""Meridians"": ""归肺、心、胃经""}"
HERB001679,粉萆薢,https://www.dayi.org.cn/cmedical/300869.html,Herb_latin_name|UsePart|Function|Properties|Meridians,"{""Herb_latin_name"": ""Dioscoreae Hypoglaucae Rhizoma"", ""UsePart"": ""根茎"", ""Function"": ""利湿去浊，祛风除痹。"", ""Properties"": ""味苦，性平，"", ""Meridians"": ""归肾、胃经""}"
HERB001682,粉防己,https://www.dayi.org.cn/cmedical/300870.html,Properties|Meridians,"{""Properties"": ""味苦，性寒，"", ""Meridians"": ""归膀胱、肺经""}"
HERB001683,粉葛,https://www.dayi.org.cn/cmedical/1155675.html,Toxicity|Therapeutic_cn_class|UsePart|Function|Indication|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Therapeutic_cn_class"": ""解表药"", ""UsePart"": ""根"", ""Function"": ""解肌退热，生津止渴，透疹，升阳止泻，通经活络，解酒毒。"", ""Indication"": ""主要用于外感发热头痛，项背强痛，口渴，消渴，麻疹不透，热痢，泄泻，眩晕头痛，中风偏瘫，胸痹心痛，酒毒伤中。"", ""Properties"": ""味甘、辛，性凉"", ""Meridians"": ""归脾、胃经""}"
HERB001686,粪箕笃,https://www.dayi.org.cn/cmedical/1114098.html,UsePart|Function|Properties|Meridians,"{""UsePart"": ""根、根茎或全株"", ""Function"": ""清热解毒，利湿消肿，祛风活络。"", ""Properties"": ""味苦，性寒，"", ""Meridians"": ""归大肠、膀胱、肝经""}"
HERB001694,粉团花,https://www.dayi.org.cn/cmedical/1113526.html,Toxicity|Properties,"{""Toxicity"": ""无毒"", ""Properties"": ""味苦，性温""}"
HERB001695,分心木,https://www.dayi.org.cn/cmedical/300865.html,Toxicity|UsePart|Function|Indication|Properties|Meridians,"{""Toxicity"": ""无毒"", ""UsePart"": ""果核内的木质隔膜"", ""Function"": ""涩精缩尿，止血止带，止泻痢。"", ""Indication"": ""主治遗精滑泄，尿频遗尿，崩漏，带下，泄泻，痢疾。"", ""Properties"": ""味苦、涩，性平"", ""Meridians"": ""归脾、肾经""}"
HERB001700,蜂斗菜,https://www.dayi.org.cn/cmedical/300893.html,Properties|Meridians,"{""Properties"": ""味苦、辛，性凉。"", ""Meridians"": ""归心、肺经""}"
HERB001704,凤凰木,https://www.dayi.org.cn/cmedical/300904.html,Properties|Meridians,"{""Properties"": ""甘、淡，寒。"", ""Meridians"": ""归肝经""}"
HERB001706,蜂蜡,https://www.dayi.org.cn/cmedical/300896.html,Properties|Meridians,"{""Properties"": ""味甘，性微温，"", ""Meridians"": ""归脾经""}"
HERB001709,风轮菜,https://www.dayi.org.cn/cmedical/1114090.html,Properties|Meridians,"{""Properties"": ""味苦、辛，性凉"", ""Meridians"": ""归肝经""}"
HERB001714,凤尾茶,https://www.dayi.org.cn/cmedical/300908.html,Properties|Meridians,"{""Properties"": ""味辛，性平，"", ""Meridians"": ""归肺、胃、肝经""}"
HERB001718,凤仙花,https://www.dayi.org.cn/cmedical/300917.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""有小毒"", ""Properties"": ""味甘、微苦，性温，"", ""Meridians"": ""归肝、肺经""}"
HERB001717,凤仙,https://www.dayi.org.cn/cmedical/1114091.html,Toxicity|Properties,"{""Toxicity"": ""有小毒"", ""Properties"": ""味辛、苦，性平""}"
HERB001720,枫香寄生,https://www.dayi.org.cn/cmedical/300888.html,Properties|Meridians,"{""Properties"": ""味辛、苦，性平"", ""Meridians"": ""肺、脾、肾经""}"
HERB001719,凤仙透骨草,https://www.dayi.org.cn/cmedical/1115970.html,UsePart|Indication|Meridians,"{""UsePart"": ""茎"", ""Indication"": ""风湿痹痛，跌打伤痛。"", ""Meridians"": ""归肝、肾经""}"
HERB001723,枫香树皮,https://www.dayi.org.cn/cmedical/300890.html,Herb_latin_name|UsePart|Function|Indication|Properties|Meridians,"{""Herb_latin_name"": ""LiquidambarformosanaHance"", ""UsePart"": ""树皮"", ""Function"": ""除湿止泻，祛风止痒。"", ""Indication"": ""用于痢疾，泄泻，大风癞疾，痒疹。"", ""Properties"": ""味辛、微涩，性平，"", ""Meridians"": ""归脾、肝经""}"
HERB001724,风箱树叶,https://www.dayi.org.cn/cmedical/300882.html,Properties|Meridians,"{""Properties"": ""味苦，性凉，"", ""Meridians"": ""归心、肺经""}"
HERB001729,凤眼草,https://www.dayi.org.cn/cmedical/300919.html,UsePart|Function|Indication|Properties,"{""UsePart"": ""果实"", ""Function"": ""清热燥湿，止痢，止血。"", ""Indication"": ""主治痢疾，白浊，带下，便血，尿血，崩漏。"", ""Properties"": ""味苦、涩，性凉""}"
HERB001733,佛甲草,https://www.dayi.org.cn/cmedical/300926.html,Properties,"{""Properties"": ""甘、淡、寒。肺、肝经""}"
HERB001740,浮海石,https://www.dayi.org.cn/cmedical/1156342.html,UsePart|Properties|Meridians,"{""UsePart"": ""骨骼"", ""Properties"": ""味咸，性寒"", ""Meridians"": ""归肺、肾经""}"
HERB001750,茯苓皮,https://www.dayi.org.cn/cmedical/300937.html,Toxicity,"{""Toxicity"": ""无毒""}"
HERB001754,覆盆子,https://www.dayi.org.cn/cmedical/306236.html,Herb_latin_name|Toxicity|UsePart|Function|Properties|Meridians,"{""Herb_latin_name"": ""Rubi Fructus"", ""Toxicity"": ""无毒"", ""UsePart"": ""未成熟果实"", ""Function"": ""本品具有益肾固精缩尿，养肝明目的功效。"", ""Properties"": ""味甘、酸，性温"", ""Meridians"": ""归肝、肾、膀胱经""}"
HERB001755,覆盆子根,https://www.dayi.org.cn/cmedical/300964.html,Function|Indication|Properties|Meridians,"{""Function"": ""祛风止痛，明目退翳，和胃止呕。"", ""Indication"": ""用于牙痛，风湿痹痛，目翳，呕逆。"", ""Properties"": ""苦，平。"", ""Meridians"": ""归胃、肝经""}"
HERB001762,扶桑花,https://www.dayi.org.cn/cmedical/1114109.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Properties"": ""味甘、淡，性平，"", ""Meridians"": ""归心、肺、肝、脾经""}"
HERB001756,覆盆子叶,https://www.dayi.org.cn/cmedical/300965.html,Toxicity|UsePart|Function|Indication|Properties|Meridians,"{""Toxicity"": ""无毒"", ""UsePart"": ""茎叶"", ""Function"": ""清热解毒，明目，敛疮。"", ""Indication"": ""眼睑赤烂，目赤肿痛，青盲，牙痛，臁疮，疖肿。"", ""Properties"": ""味微酸、咸，性平"", ""Meridians"": ""归肝经""}"
HERB001765,茯神,https://www.dayi.org.cn/cmedical/1114153.html,Indication,"{""Indication"": ""惊悸，怔忡，健忘失眠。""}"
HERB001766,茯神木,https://www.dayi.org.cn/cmedical/300938.html,Toxicity|UsePart|Function|Indication|Properties,"{""Toxicity"": ""无毒"", ""UsePart"": ""松根"", ""Function"": ""平肝安神。"", ""Indication"": ""茯神木主要用于治疗惊悸健忘，中风不语，脚气转筋。"", ""Properties"": ""味甘，性平""}"
HERB001779,甘草,https://www.dayi.org.cn/cmedical/1155619.html,Toxicity,"{""Toxicity"": ""无毒""}"
HERB001773,泽兰,https://www.dayi.org.cn/cmedical/305693.html,UsePart|Function|Indication|Properties|Meridians,"{""UsePart"": ""地上部分"", ""Function"": ""活血调经，祛瘀消痈，利水消肿。"", ""Indication"": ""主治月经不调，经闭，痛经，产后瘀血腹痛，疮痈肿毒，水肿腹水。"", ""Properties"": ""味苦、辛，性微温"", ""Meridians"": ""归肝、脾经""}"
HERB001782,甘草头,https://www.dayi.org.cn/cmedical/300970.html,Herb_latin_name|UsePart|Function|Indication|Properties|Meridians,"{""Herb_latin_name"": ""GlycyrrhizauralensisFisch."", ""UsePart"": ""根茎上端的芦头部分"", ""Function"": ""活血解毒，缩尿止遗。"", ""Indication"": ""用于上部痈肿，小儿遗尿。"", ""Properties"": ""味甘，性微寒，"", ""Meridians"": ""归肝、胃经""}"
HERB001780,甘草节,https://www.dayi.org.cn/cmedical/300968.html,Function|Indication|Properties,"{""Function"": ""解毒，利咽，和中。"", ""Indication"": ""用于痈疽疮毒，咽喉肿痛。"", ""Properties"": ""甘，生凉，炙温。心、脾、胃经。""}"
HERB001784,肝风草,https://www.dayi.org.cn/cmedical/300986.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""有毒"", ""Properties"": ""味甘，性平，"", ""Meridians"": ""归肝经""}"
HERB001783,干地黄,https://www.dayi.org.cn/cmedical/301006.html,Toxicity|Therapeutic_cn_class|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Therapeutic_cn_class"": ""清热凉血药"", ""Properties"": ""味甘，性寒，"", ""Meridians"": ""归心、肝、肾经""}"
HERB001790,橄榄核,https://www.dayi.org.cn/cmedical/301000.html,Toxicity|Function|Indication|Properties,"{""Toxicity"": ""无毒"", ""Function"": ""解毒，敛疮，止血，利气。"", ""Indication"": ""用于咽喉肿痛，口舌生疮，冻疮，疳疮，天疱疮，肠风下血，睾丸肿痛。"", ""Properties"": ""甘、涩，温""}"
HERB001791,橄榄仁,https://www.dayi.org.cn/cmedical/301002.html,UsePart|Function|Indication|Properties,"{""UsePart"": ""种仁"", ""Function"": ""润燥，醒酒，解毒。"", ""Indication"": ""用于口唇燥痛，醉酒，鱼、蟹中毒。"", ""Properties"": ""味甘，性平""}"
HERB001806,甘遂,https://www.dayi.org.cn/cmedical/1114179.html,Toxicity,"{""Toxicity"": ""有毒""}"
HERB001809,甘蔗,https://www.dayi.org.cn/cmedical/300983.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Properties"": ""味甘，性寒，"", ""Meridians"": ""归肺、脾、胃经""}"
HERB001817,岗松,https://www.dayi.org.cn/cmedical/301023.html,Toxicity|UsePart|Function|Indication|Properties,"{""Toxicity"": ""无毒"", ""UsePart"": ""枝叶"", ""Function"": ""化瘀止痛，清热解毒，利尿通淋，杀虫止痒。"", ""Indication"": ""跌打瘀肿，肝硬化，热泻，热淋，小便不利，阴痒，脚气，湿疹，皮肤瘙痒，疥癣，水火烫伤，虫蛇咬伤。"", ""Properties"": ""味苦、辛，性凉""}"
HERB001816,岗梅,https://www.dayi.org.cn/cmedical/301020.html,Properties,"{""Properties"": ""味苦、微甘，性凉""}"
HERB001821,藁本,https://www.dayi.org.cn/cmedical/301046.html,Herb_latin_name|UsePart|Function|Properties|Meridians,"{""Herb_latin_name"": ""Ligustici Rhizoma Et Radix"", ""UsePart"": ""根茎和根"", ""Function"": ""具有祛风、散寒、除湿、止痛的功效。"", ""Properties"": ""味辛，性温"", ""Meridians"": ""归膀胱经""}"
HERB001851,高粱,https://www.dayi.org.cn/cmedical/1114119.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Properties"": ""味甘、涩，性温"", ""Meridians"": ""归脾、胃、肺经""}"
HERB001852,高良姜,https://www.dayi.org.cn/cmedical/301029.html,Herb_latin_name|UsePart|Function|Properties|Meridians,"{""Herb_latin_name"": ""Alpiniae Officinarum Rhizoma"", ""UsePart"": ""根茎"", ""Function"": ""散寒止痛，温胃止呕。"", ""Properties"": ""味辛，性热"", ""Meridians"": ""归脾、胃经""}"
HERB001859,高山黄华根,https://www.dayi.org.cn/cmedical/306210.html,Toxicity|UsePart|Function|Indication|Properties,"{""Toxicity"": ""小毒"", ""UsePart"": ""根"", ""Function"": ""截疟，降压。"", ""Indication"": ""主治疟疾，高血压。"", ""Properties"": ""味苦，性寒""}"
HERB001861,高山辣根菜,https://www.dayi.org.cn/cmedical/301036.html,Toxicity|Function|Indication|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Function"": ""清热解毒，清肺止咳，止血，消肿。"", ""Indication"": ""用于温病发热，肺热咳嗽，咯血，创伤出血，四肢浮肿。"", ""Properties"": ""味苦、辛，性寒，"", ""Meridians"": ""归肺、肝经""}"
HERB001863,高山唐松草,https://www.dayi.org.cn/cmedical/301039.html,Properties|Meridians,"{""Properties"": ""味苦，性寒，"", ""Meridians"": ""归胃、肝、心经""}"
HERB001875,葛谷,https://www.dayi.org.cn/cmedical/301053.html,Toxicity|UsePart|Function|Indication|Properties|Meridians,"{""Toxicity"": ""无毒"", ""UsePart"": ""种子"", ""Function"": ""健脾止泻，解酒。"", ""Indication"": ""用于泄泻，痢疾，饮酒过度。"", ""Properties"": ""味甘，性平，"", ""Meridians"": ""归大肠、胃经""}"
HERB001873,茖葱,https://www.dayi.org.cn/cmedical/1115606.html,Toxicity|Properties|Meridians,"{""Toxicity"": ""无毒"", ""Properties"": ""味辛，性温"", ""Meridians"": ""归肺经""}"
HERB001876,葛花,https://www.dayi.org.cn/cmedical/301054.html,UsePart,"{""UsePart"": ""花""}"
HERB001874,葛根,https://www.dayi.org.cn/cmedical/301051.html,Toxicity,"{""Toxicity"": ""无毒""}"
HERB001886,隔山消,https://www.dayi.org.cn/cmedical/1116047.html,Properties|Meridians,"{""Properties"": ""味甘、苦，性平"", ""Meridians"": ""归脾、胃、肝经""}"
HERB001891,葛叶,https://www.dayi.org.cn/cmedical/1114128.html,UsePart|Function|Indication|Properties|Meridians,"{""UsePart"": ""叶"", ""Function"": ""止血。"", ""Indication"": ""主治外伤出血。"", ""Properties"": ""味甘、微涩，性凉，"", ""Meridians"": ""归肝经""}"
HERB001899,枸骨根,https://www.dayi.org.cn/cmedical/1114131.html,Toxicity|UsePart|Function|Indication|Properties,"{""Toxicity"": ""无毒"", ""UsePart"": ""根"", ""Function"": ""补肝肾，凉血，祛风，止痛。"", ""Indication"": ""腰膝痿弱，关节疼痛，流火，瘰疬，头风，赤眼，牙痛。"", ""Properties"": ""味微苦、带酸，性平""}"
