Herb_ID,Herb_cn_name,status,detail_url,reason
HERB000001,阿比西尼亚刺桐,not_found,,no exact cmedical result in search page
HERB000002,阿比西尼亚牛筋果,not_found,,no exact cmedical result in search page
HERB000003,阿尔及利亚棉蓟,not_found,,no exact cmedical result in search page
HERB000004,阿尔及利亚补血草,not_found,,no exact cmedical result in search page
HERB000008,阿富汗丁香,not_found,,no exact cmedical result in search page
HERB000006,阿尔泰银莲花,not_found,,no exact cmedical result in search page
HERB000009,阿富汗杜鹃花,not_found,,no exact cmedical result in search page
HERB000010,阿富汗黑麦草,not_found,,no exact cmedical result in search page
HERB000011,阿福泽尔马钱子,not_found,,no exact cmedical result in search page
HERB000016,阿江榄仁,not_found,,no exact cmedical result in search page
HERB000014,阿根廷鼠曲草,not_found,,no exact cmedical result in search page
HERB000019,阿拉伯金合欢,not_found,,no exact cmedical result in search page
HERB000005,阿尔及利亚鸢尾,not_found,,no exact cmedical result in search page
HERB000018,阿拉伯胶金合欢,not_found,,no exact cmedical result in search page
HERB000022,阿里山五味子,not_found,,no exact cmedical result in search page
HERB000020,阿拉伯婆婆纳,no_fields,https://www.dayi.org.cn/cmedical/1156031.html,detail page parsed but no mapped fields found
HERB000025,阿曼苏丹没药,not_found,,no exact cmedical result in search page
HERB000026,阿诺特花椒,not_found,,no exact cmedical result in search page
HERB000035,矮大黄,not_found,,no exact cmedical result in search page
HERB000029,阿魏,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300008.html,matched page but target columns already had values
HERB000037,埃及车轴草,not_found,,no exact cmedical result in search page
HERB000038,埃及大翅蓟,not_found,,no exact cmedical result in search page
HERB000039,埃及假虎刺,not_found,,no exact cmedical result in search page
HERB000040,埃及千里光,not_found,,no exact cmedical result in search page
HERB000044,埃及种植鸢尾,not_found,,no exact cmedical result in search page
HERB000041,埃及鼠尾草,not_found,,no exact cmedical result in search page
HERB000046,艾菊,not_found,,no exact cmedical result in search page
HERB000048,埃利斯多孔菌,not_found,,no exact cmedical result in search page
HERB000049,艾麻黄,not_found,,no exact cmedical result in search page
HERB000052,埃塞俄比亚羽扇豆,not_found,,no exact cmedical result in search page
HERB000063,爱娃筋骨草,not_found,,no exact cmedical result in search page
HERB000062,矮桐子,not_found,,no exact cmedical result in search page
HERB000065,矮向日葵,not_found,,no exact cmedical result in search page
HERB000067,艾叶黄芩,not_found,,no exact cmedical result in search page
HERB000071,安哥拉八角枫,not_found,,no exact cmedical result in search page
HERB000068,矮紫金牛,not_found,,no exact cmedical result in search page
HERB000072,安哥拉八角枫,not_found,,no exact cmedical result in search page
HERB000074,安哥拉紫檀,not_found,,no exact cmedical result in search page
HERB000083,安徽银莲花,not_found,,no exact cmedical result in search page
HERB000078,暗红委陵菜,not_found,,no exact cmedical result in search page
HERB000082,安徽松木,not_found,,no exact cmedical result in search page
HERB000073,安哥拉黄瓜,not_found,,no exact cmedical result in search page
HERB000080,安徽贝母,not_found,,no exact cmedical result in search page
HERB000084,氨基比林,not_found,,no exact cmedical result in search page
HERB000088,安乃近,not_found,,no exact cmedical result in search page
HERB000085,龙舌兰,no_fields,https://www.dayi.org.cn/cmedical/301901.html,detail page parsed but no mapped fields found
HERB000086,安罗,not_found,,no exact cmedical result in search page
HERB000091,按叶,not_found,,no exact cmedical result in search page
HERB000092,按油,not_found,,no exact cmedical result in search page
HERB000090,安息香,no_fields,https://www.dayi.org.cn/cmedical/1113500.html,detail page parsed but no mapped fields found
HERB000097,澳大利亚千金藤,not_found,,no exact cmedical result in search page
HERB000095,暗棕炭团菌,not_found,,no exact cmedical result in search page
HERB000096,澳大利亚红豆杉,not_found,,no exact cmedical result in search page
HERB000098,澳大利亚桑,not_found,,no exact cmedical result in search page
HERB000107,凹脉丁公藤,not_found,,no exact cmedical result in search page
HERB000101,奥地利鳞毛蕨,not_found,,no exact cmedical result in search page
HERB000109,凹舌兰,not_found,,no exact cmedical result in search page
HERB000117,凹叶厚朴,not_found,,no exact cmedical result in search page
HERB000115,奥托肉豆蔻,not_found,,no exact cmedical result in search page
HERB000118,凹叶瑞香,not_found,,no exact cmedical result in search page
HERB000120,澳洲百脉根,not_found,,no exact cmedical result in search page
HERB000119,凹叶野百合,not_found,,no exact cmedical result in search page
HERB000121,澳洲坚果,not_found,,no exact cmedical result in search page
HERB000114,凹头苋,no_fields,https://www.dayi.org.cn/cmedical/300057.html,detail page parsed but no mapped fields found
HERB000122,澳洲茄,not_found,,no exact cmedical result in search page
HERB000124,澳洲屎豆,not_found,,no exact cmedical result in search page
HERB000123,澳洲商陆,not_found,,no exact cmedical result in search page
HERB000131,巴伐利亚龙胆,not_found,,no exact cmedical result in search page
HERB000133,巴戟,not_found,,no exact cmedical result in search page
HERB000128,巴旦杏仁,no_fields,https://www.dayi.org.cn/cmedical/300077.html,detail page parsed but no mapped fields found
HERB000136,八角黄皮,not_found,,no exact cmedical result in search page
HERB000138,八角茴香油,not_found,,no exact cmedical result in search page
HERB000140,巴拉圭茶,not_found,,no exact cmedical result in search page
HERB000141,巴拿马合欢,not_found,,no exact cmedical result in search page
HERB000139,八角莲,no_fields,https://www.dayi.org.cn/cmedical/300068.html,detail page parsed but no mapped fields found
HERB000142,巴拿马山石榴,not_found,,no exact cmedical result in search page
HERB000147,巴西萝芙木,not_found,,no exact cmedical result in search page
HERB000148,巴西马兜铃,not_found,,no exact cmedical result in search page
HERB000149,巴西千里光,not_found,,no exact cmedical result in search page
HERB000152,巴西香无患子,not_found,,no exact cmedical result in search page
HERB000150,巴西千里光,not_found,,no exact cmedical result in search page
HERB000155,巴夏嘎,not_found,,no exact cmedical result in search page
HERB000153,巴西页岩,not_found,,no exact cmedical result in search page
HERB000158,八月扎,not_found,,no exact cmedical result in search page
HERB000163,白草霜,not_found,,no exact cmedical result in search page
HERB000162,百部,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/1155631.html,matched page but target columns already had values
HERB000164,白鲳,not_found,,no exact cmedical result in search page
HERB000169,白刺花根,not_found,,no exact cmedical result in search page
HERB000171,白刺花子,not_found,,no exact cmedical result in search page
HERB000172,白葱,not_found,,no exact cmedical result in search page
HERB000170,白刺花叶,no_fields,https://www.dayi.org.cn/cmedical/1113495.html,detail page parsed but no mapped fields found
HERB000176,白鹅膏,no_fields,https://www.dayi.org.cn/cmedical/1118075.html,detail page parsed but no mapped fields found
HERB000174,白豆蔻,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/1113501.html,matched page but target columns already had values
HERB000178,白饭豆,no_fields,https://www.dayi.org.cn/cmedical/300108.html,detail page parsed but no mapped fields found
HERB000181,白茯苓,not_found,,no exact cmedical result in search page
HERB000180,白饭树根,no_fields,https://www.dayi.org.cn/cmedical/300110.html,detail page parsed but no mapped fields found
HERB000183,柏根白皮,no_fields,https://www.dayi.org.cn/cmedical/1113502.html,detail page parsed but no mapped fields found
HERB000187,白果根,no_fields,https://www.dayi.org.cn/cmedical/1113503.html,detail page parsed but no mapped fields found
HERB000192,百合,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300136.html,matched page but target columns already had values
HERB000196,白鹤乌头,not_found,,no exact cmedical result in search page
HERB000200,百花蜂斗菜,not_found,,no exact cmedical result in search page
HERB000201,白花甘西鼠尾草,not_found,,no exact cmedical result in search page
HERB000202,百花蒿,not_found,,no exact cmedical result in search page
HERB000199,白花丹参,not_found,,no exact cmedical result in search page
HERB000203,白花爵床,not_found,,no exact cmedical result in search page
HERB000205,白花前胡,not_found,,no exact cmedical result in search page
HERB000204,白花龙胆,no_fields,https://www.dayi.org.cn/cmedical/1113555.html,detail page parsed but no mapped fields found
HERB000209,白花水飞蓟,not_found,,no exact cmedical result in search page
HERB000208,白花蛇舌草,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300124.html,matched page but target columns already had values
HERB000212,白花夏至草,not_found,,no exact cmedical result in search page
HERB000210,白花藤,no_fields,https://www.dayi.org.cn/cmedical/1115987.html,detail page parsed but no mapped fields found
HERB000214,白花罂粟,not_found,,no exact cmedical result in search page
HERB000218,白坚木,not_found,,no exact cmedical result in search page
HERB000217,白蒺藜,no_fields,https://www.dayi.org.cn/cmedical/1155987.html,detail page parsed but no mapped fields found
HERB000219,败酱,no_fields,https://www.dayi.org.cn/cmedical/1113570.html,detail page parsed but no mapped fields found
HERB000220,白僵蚕,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/1117912.html,matched page but target columns already had values
HERB000224,白桔梗,not_found,,no exact cmedical result in search page
HERB000228,白蜡树,not_found,,no exact cmedical result in search page
HERB000226,白槿花,not_found,,no exact cmedical result in search page
HERB000230,白兰根,not_found,,no exact cmedical result in search page
HERB000232,白藜芦醇,not_found,,no exact cmedical result in search page
HERB000234,百里香酚,not_found,,no exact cmedical result in search page
HERB000238,白蔹子,no_fields,https://www.dayi.org.cn/cmedical/1113582.html,detail page parsed but no mapped fields found
HERB000240,白萝卜清膏,not_found,,no exact cmedical result in search page
HERB000237,白蔹,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300127.html,matched page but target columns already had values
HERB000250,白木通,not_found,,no exact cmedical result in search page
HERB000249,白梅花,no_fields,https://www.dayi.org.cn/cmedical/1113617.html,detail page parsed but no mapped fields found
HERB000252,白木乌桕,not_found,,no exact cmedical result in search page
HERB000251,白木通根,not_found,,no exact cmedical result in search page
HERB000253,白木香,not_found,,no exact cmedical result in search page
HERB000256,白皮松,not_found,,no exact cmedical result in search page
HERB000254,白牛胆,no_fields,https://www.dayi.org.cn/cmedical/1113604.html,detail page parsed but no mapped fields found
HERB000255,白牛膝,no_fields,https://www.dayi.org.cn/cmedical/1113599.html,detail page parsed but no mapped fields found
HERB000262,百日青,not_found,,no exact cmedical result in search page
HERB000263,白柔毛香茶菜,not_found,,no exact cmedical result in search page
HERB000260,白屈菜根,no_fields,https://www.dayi.org.cn/cmedical/1113608.html,detail page parsed but no mapped fields found
HERB000265,白散沫花,not_found,,no exact cmedical result in search page
HERB000268,白芍药,not_found,,no exact cmedical result in search page
HERB000269,白舌根,not_found,,no exact cmedical result in search page
HERB000272,白鼠狼,not_found,,no exact cmedical result in search page
HERB000274,白水仙,not_found,,no exact cmedical result in search page
HERB000276,白苏梗,no_fields,https://www.dayi.org.cn/cmedical/1113633.html,detail page parsed but no mapped fields found
HERB000281,白头翁,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300132.html,matched page but target columns already had values
HERB000277,白苏叶,no_fields,https://www.dayi.org.cn/cmedical/1113635.html,detail page parsed but no mapped fields found
HERB000279,百岁叶,not_found,,no exact cmedical result in search page
HERB000283,白头翁叶,not_found,,no exact cmedical result in search page
HERB000284,白土苓,not_found,,no exact cmedical result in search page
HERB000287,白鲜树,not_found,,no exact cmedical result in search page
HERB000288,白香草木樨,not_found,,no exact cmedical result in search page
HERB000285,白薇,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/1008863.html,matched page but target columns already had values
HERB000291,白亚麻,not_found,,no exact cmedical result in search page
HERB000289,白鲜根,not_found,,no exact cmedical result in search page
HERB000293,白药子,no_fields,https://www.dayi.org.cn/cmedical/1113541.html,detail page parsed but no mapped fields found
HERB000292,百眼藤,no_fields,https://www.dayi.org.cn/cmedical/1113663.html,detail page parsed but no mapped fields found
HERB000294,白叶瓜馥木,no_fields,https://www.dayi.org.cn/cmedical/1116797.html,detail page parsed but no mapped fields found
HERB000296,白叶莓,not_found,,no exact cmedical result in search page
HERB000297,白夜米仔兰,not_found,,no exact cmedical result in search page
HERB000299,白叶香茶菜,not_found,,no exact cmedical result in search page
HERB000302,白玉兰,not_found,,no exact cmedical result in search page
HERB000300,白罂粟,not_found,,no exact cmedical result in search page
HERB000304,白芸花,not_found,,no exact cmedical result in search page
HERB000303,白羽扇豆,not_found,,no exact cmedical result in search page
HERB000307,白芝麻,not_found,,no exact cmedical result in search page
HERB000310,白竹鼠,not_found,,no exact cmedical result in search page
HERB000306,柏枝节,no_fields,https://www.dayi.org.cn/cmedical/1113675.html,detail page parsed but no mapped fields found
HERB000308,白芷叶,no_fields,https://www.dayi.org.cn/cmedical/1113679.html,detail page parsed but no mapped fields found
HERB000311,柏子仁,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300137.html,matched page but target columns already had values
HERB000315,斑地锦,no_fields,https://www.dayi.org.cn/cmedical/1113688.html,detail page parsed but no mapped fields found
HERB000320,斑鸠菊,no_fields,https://www.dayi.org.cn/cmedical/1115278.html,detail page parsed but no mapped fields found
HERB000324,板栗,not_found,,no exact cmedical result in search page
HERB000325,斑蝥,not_found,,no exact cmedical result in search page
HERB000332,斑叶地锦,not_found,,no exact cmedical result in search page
HERB000329,斑纹芦荟,not_found,,no exact cmedical result in search page
HERB000327,瓣蕊唐松草,no_fields,https://www.dayi.org.cn/cmedical/1113707.html,detail page parsed but no mapped fields found
HERB000334,斑叶萍蓬草,not_found,,no exact cmedical result in search page
HERB000336,半月形铁线蕨,not_found,,no exact cmedical result in search page
HERB000339,斑子麻黄,not_found,,no exact cmedical result in search page
HERB000342,榜嘎,no_fields,https://www.dayi.org.cn/cmedical/1116053.html,detail page parsed but no mapped fields found
HERB000343,棒叶蕨藻,not_found,,no exact cmedical result in search page
HERB000338,半枝莲,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300143.html,matched page but target columns already had values
HERB000333,斑叶萍蓬草,not_found,,no exact cmedical result in search page
HERB000331,半夏曲,no_fields,https://www.dayi.org.cn/cmedical/1113715.html,detail page parsed but no mapped fields found
HERB000347,报春石斛,not_found,,no exact cmedical result in search page
HERB000350,宝盖灵芝,not_found,,no exact cmedical result in search page
HERB000351,保肝浸膏,not_found,,no exact cmedical result in search page
HERB000355,抱茎獐牙菜,not_found,,no exact cmedical result in search page
HERB000352,豹骨,no_fields,https://www.dayi.org.cn/cmedical/1117908.html,detail page parsed but no mapped fields found
HERB000357,毛豆,not_found,,no exact cmedical result in search page
HERB000356,暴马子,no_fields,https://www.dayi.org.cn/cmedical/1155993.html,detail page parsed but no mapped fields found
HERB000353,抱茎苦荬菜,no_fields,https://www.dayi.org.cn/cmedical/1155816.html,detail page parsed but no mapped fields found
HERB000359,薄片矢车菊,not_found,,no exact cmedical result in search page
HERB000360,包片鼠尾草,not_found,,no exact cmedical result in search page
HERB000368,孢子甘蓝,not_found,,no exact cmedical result in search page
HERB000372,北侧金盏花,not_found,,no exact cmedical result in search page
HERB000371,北苍术,not_found,,no exact cmedical result in search page
HERB000367,苞叶香茶菜,not_found,,no exact cmedical result in search page
HERB000375,北方枸杞根皮,not_found,,no exact cmedical result in search page
HERB000376,北方乌头,not_found,,no exact cmedical result in search page
HERB000377,北非雪松,not_found,,no exact cmedical result in search page
HERB000379,北海当归,not_found,,no exact cmedical result in search page
HERB000381,北黄花菜,not_found,,no exact cmedical result in search page
HERB000385,贝壳杉,not_found,,no exact cmedical result in search page
HERB000382,贝加尔唐松草,not_found,,no exact cmedical result in search page
HERB000389,北马兜铃根,not_found,,no exact cmedical result in search page
HERB000390,北美艾蒿,not_found,,no exact cmedical result in search page
HERB000391,北美鹅掌楸,not_found,,no exact cmedical result in search page
HERB000388,北马兜铃,not_found,,no exact cmedical result in search page
HERB000394,北美球子蕨,not_found,,no exact cmedical result in search page
HERB000392,北美鬼臼,not_found,,no exact cmedical result in search page
HERB000393,北美红杉,not_found,,no exact cmedical result in search page
HERB000395,北美葶苈子,not_found,,no exact cmedical result in search page
HERB000396,北美香柏,not_found,,no exact cmedical result in search page
HERB000398,北美圆柏,not_found,,no exact cmedical result in search page
HERB000399,北美洲山梗菜,not_found,,no exact cmedical result in search page
HERB000402,杯鞘石斛,not_found,,no exact cmedical result in search page
HERB000400,贝母,no_fields,https://www.dayi.org.cn/cmedical/1155765.html,detail page parsed but no mapped fields found
HERB000405,北水苦荬,not_found,,no exact cmedical result in search page
HERB000401,贝母兰,no_fields,https://www.dayi.org.cn/cmedical/1113745.html,detail page parsed but no mapped fields found
HERB000407,北乌头,not_found,,no exact cmedical result in search page
HERB000408,北五味,not_found,,no exact cmedical result in search page
HERB000411,北野菊,not_found,,no exact cmedical result in search page
HERB000409,北五味子,not_found,,no exact cmedical result in search page
HERB000412,北越钩藤,not_found,,no exact cmedical result in search page
HERB000418,荜澄茄,no_fields,https://www.dayi.org.cn/cmedical/300150.html,detail page parsed but no mapped fields found
HERB000406,北五加皮,no_fields,https://www.dayi.org.cn/cmedical/1155981.html,detail page parsed but no mapped fields found
HERB000419,篦齿眼子菜,not_found,,no exact cmedical result in search page
HERB000417,毕澄茄,no_fields,https://www.dayi.org.cn/cmedical/1156041.html,detail page parsed but no mapped fields found
HERB000424,秘鲁钩藤,not_found,,no exact cmedical result in search page
HERB000425,秘鲁古柯,not_found,,no exact cmedical result in search page
HERB000427,秘鲁香蕉,not_found,,no exact cmedical result in search page
HERB000421,碧冬茄,not_found,,no exact cmedical result in search page
HERB000433,蓖麻子与蓖麻油,not_found,,no exact cmedical result in search page
HERB000429,蓖麻根,no_fields,https://www.dayi.org.cn/cmedical/1113785.html,detail page parsed but no mapped fields found
HERB000432,蓖麻子,no_fields,https://www.dayi.org.cn/cmedical/1113581.html,detail page parsed but no mapped fields found
HERB000436,彼氏堆心菊,not_found,,no exact cmedical result in search page
HERB000440,碧玉散,not_found,,no exact cmedical result in search page
HERB000441,壁纸唐松草,not_found,,no exact cmedical result in search page
HERB000437,萝芙木,no_fields,https://www.dayi.org.cn/cmedical/301987.html,detail page parsed but no mapped fields found
HERB000439,萆薢,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300151.html,matched page but target columns already had values
HERB000444,鳞毛蕨,not_found,,no exact cmedical result in search page
HERB000438,碧桃干,no_fields,https://www.dayi.org.cn/cmedical/1113799.html,detail page parsed but no mapped fields found
HERB000448,遍地锦,not_found,,no exact cmedical result in search page
HERB000451,变豆菜叶,not_found,,no exact cmedical result in search page
HERB000445,马利筋,not_found,,no exact cmedical result in search page
HERB000443,马利筋,not_found,,no exact cmedical result in search page
HERB000447,鞭打绣球,no_fields,https://www.dayi.org.cn/cmedical/1113749.html,detail page parsed but no mapped fields found
HERB000452,扁豆根,not_found,,no exact cmedical result in search page
HERB000450,扁豆,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/1113753.html,matched page but target columns already had values
HERB000454,扁豆藤,not_found,,no exact cmedical result in search page
HERB000453,扁豆花,no_fields,https://www.dayi.org.cn/cmedical/1155903.html,detail page parsed but no mapped fields found
HERB000455,扁豆叶,not_found,,no exact cmedical result in search page
HERB000460,山黧豆,not_found,,no exact cmedical result in search page
HERB000461,扁茎黄芪,not_found,,no exact cmedical result in search page
HERB000459,绞股蓝,no_fields,https://www.dayi.org.cn/cmedical/1114422.html,detail page parsed but no mapped fields found
HERB000466,变色石竹,not_found,,no exact cmedical result in search page
HERB000462,扁茎沿阶草,not_found,,no exact cmedical result in search page
HERB000465,变色马兜铃,not_found,,no exact cmedical result in search page
HERB000467,扁蒴藤,not_found,,no exact cmedical result in search page
HERB000468,鞭苔,not_found,,no exact cmedical result in search page
HERB000471,变形木兰,not_found,,no exact cmedical result in search page
HERB000469,扁桃,not_found,,no exact cmedical result in search page
HERB000474,变异凤尾蕨,not_found,,no exact cmedical result in search page
HERB000478,扁枝槲寄生,not_found,,no exact cmedical result in search page
HERB000472,萹蓄,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300153.html,matched page but target columns already had values
HERB000477,边缘鳞毛蕨,not_found,,no exact cmedical result in search page
HERB000476,边缘鳞盖蕨,no_fields,https://www.dayi.org.cn/cmedical/1115797.html,detail page parsed but no mapped fields found
HERB000473,鞭叶铁线蕨,no_fields,https://www.dayi.org.cn/cmedical/1113775.html,detail page parsed but no mapped fields found
HERB000483,荜澄茄,no_fields,https://www.dayi.org.cn/cmedical/300150.html,detail page parsed but no mapped fields found
HERB000480,变种尖槐藤,not_found,,no exact cmedical result in search page
HERB000479,变种长叶暗罗,not_found,,no exact cmedical result in search page
HERB000482,鞭柱唐松草,not_found,,no exact cmedical result in search page
HERB000486,滨海当归,not_found,,no exact cmedical result in search page
HERB000485,别致琉璃草,not_found,,no exact cmedical result in search page
HERB000484,鳖甲,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/1124360.html,matched page but target columns already had values
HERB000494,柄果花椒,not_found,,no exact cmedical result in search page
HERB000492,冰豆,not_found,,no exact cmedical result in search page
HERB000487,滨海前胡,no_fields,https://www.dayi.org.cn/cmedical/1115734.html,detail page parsed but no mapped fields found
HERB000495,冰果唐松草,not_found,,no exact cmedical result in search page
HERB000493,柄果槲寄生,no_fields,https://www.dayi.org.cn/cmedical/1115738.html,detail page parsed but no mapped fields found
HERB000499,冰蛇床,not_found,,no exact cmedical result in search page
HERB000498,冰片,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/1113587.html,matched page but target columns already had values
HERB000501,并头草,not_found,,no exact cmedical result in search page
HERB000497,槟榔,no_fields,https://www.dayi.org.cn/cmedical/300155.html,detail page parsed but no mapped fields found
HERB000502,并头黄芩,not_found,,no exact cmedical result in search page
HERB000505,波瓣合叶苔,not_found,,no exact cmedical result in search page
HERB000507,伯格斑鸠菊,not_found,,no exact cmedical result in search page
HERB000509,薄荷脑,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/1116127.html,matched page but target columns already had values
HERB000513,伯利兹花椒,not_found,,no exact cmedical result in search page
HERB000521,菠萝蜜,not_found,,no exact cmedical result in search page
HERB000523,播娘蒿,not_found,,no exact cmedical result in search page
HERB000522,菠萝香藤,not_found,,no exact cmedical result in search page
HERB000512,波棱瓜子,no_fields,https://www.dayi.org.cn/cmedical/1116688.html,detail page parsed but no mapped fields found
HERB000529,波士茄,not_found,,no exact cmedical result in search page
HERB000534,波斯罂粟,not_found,,no exact cmedical result in search page
HERB000524,黄瓜,no_fields,https://www.dayi.org.cn/cmedical/1114328.html,detail page parsed but no mapped fields found
HERB000531,波士吴茱萸,not_found,,no exact cmedical result in search page
HERB000533,波斯益母草,not_found,,no exact cmedical result in search page
HERB000539,波叶山橙,not_found,,no exact cmedical result in search page
HERB000538,波叶枯木,not_found,,no exact cmedical result in search page
HERB000537,波叶大黄,not_found,,no exact cmedical result in search page
HERB000541,波叶乌头,not_found,,no exact cmedical result in search page
HERB000552,不育红,not_found,,no exact cmedical result in search page
HERB000551,捕蝇草,not_found,,no exact cmedical result in search page
HERB000546,补骨脂,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/1113592.html,matched page but target columns already had values
HERB000562,蔡文千金藤,not_found,,no exact cmedical result in search page
HERB000567,蚕豆叶,not_found,,no exact cmedical result in search page
HERB000564,蚕豆荚壳,no_fields,https://www.dayi.org.cn/cmedical/1113855.html,detail page parsed but no mapped fields found
HERB000565,蚕豆茎,no_fields,https://www.dayi.org.cn/cmedical/1113859.html,detail page parsed but no mapped fields found
HERB000569,蚕桑,not_found,,no exact cmedical result in search page
HERB000579,苍耳花,no_fields,https://www.dayi.org.cn/cmedical/1113868.html,detail page parsed but no mapped fields found
HERB000573,苍白秤钩风,no_fields,https://www.dayi.org.cn/cmedical/1113863.html,detail page parsed but no mapped fields found
HERB000583,苍山香茶菜,not_found,,no exact cmedical result in search page
HERB000589,草地毛茛,not_found,,no exact cmedical result in search page
HERB000587,草本威灵仙,no_fields,https://www.dayi.org.cn/cmedical/1115597.html,detail page parsed but no mapped fields found
HERB000584,苍术,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300160.html,matched page but target columns already had values
HERB000590,草地乌头,not_found,,no exact cmedical result in search page
HERB000591,草甸千里光,not_found,,no exact cmedical result in search page
HERB000596,草决明,not_found,,no exact cmedical result in search page
HERB000592,草豆蔻,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300162.html,matched page but target columns already had values
HERB000597,草寇仁,not_found,,no exact cmedical result in search page
HERB000598,草帽假杜鹃,not_found,,no exact cmedical result in search page
HERB000602,草酸,not_found,,no exact cmedical result in search page
HERB000600,草莓车轴草,not_found,,no exact cmedical result in search page
HERB000601,草芍药,not_found,,no exact cmedical result in search page
HERB000599,草莓,no_fields,https://www.dayi.org.cn/cmedical/300164.html,detail page parsed but no mapped fields found
HERB000605,草乌酒,not_found,,no exact cmedical result in search page
HERB000606,草乌头,not_found,,no exact cmedical result in search page
HERB000603,草问荆,no_fields,https://www.dayi.org.cn/cmedical/1115993.html,detail page parsed but no mapped fields found
HERB000607,草乌叶,not_found,,no exact cmedical result in search page
HERB000609,糙叶败酱,not_found,,no exact cmedical result in search page
HERB000608,草香豌豆,not_found,,no exact cmedical result in search page
HERB000611,草原大蓟,not_found,,no exact cmedical result in search page
HERB000614,侧柏叶,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300167.html,matched page but target columns already had values
HERB000618,层孔菌,not_found,,no exact cmedical result in search page
HERB000612,草原老鹳草,no_fields,https://www.dayi.org.cn/cmedical/1113892.html,detail page parsed but no mapped fields found
HERB000616,侧子,no_fields,https://www.dayi.org.cn/cmedical/1113893.html,detail page parsed but no mapped fields found
HERB000620,茶梅,not_found,,no exact cmedical result in search page
HERB000626,茶室蛇鞭菊,not_found,,no exact cmedical result in search page
HERB000625,叉蕊薯蓣,not_found,,no exact cmedical result in search page
HERB000627,茶树,not_found,,no exact cmedical result in search page
HERB000622,叉歧繁缕,no_fields,https://www.dayi.org.cn/cmedical/1113906.html,detail page parsed but no mapped fields found
HERB000631,茶芎,not_found,,no exact cmedical result in search page
HERB000634,察隅遍地金,not_found,,no exact cmedical result in search page
HERB000637,叉子圆柏,not_found,,no exact cmedical result in search page
HERB000639,柴胡装千里光,not_found,,no exact cmedical result in search page
HERB000635,茶子,no_fields,https://www.dayi.org.cn/cmedical/1113909.html,detail page parsed but no mapped fields found
HERB000640,柴胡装千里光,not_found,,no exact cmedical result in search page
HERB000641,柴黄姜,not_found,,no exact cmedical result in search page
HERB000642,柴黄姜,not_found,,no exact cmedical result in search page
HERB000638,柴胡,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300168.html,matched page but target columns already had values
HERB000647,潺槁木姜子,not_found,,no exact cmedical result in search page
HERB000651,蝉蜕,ok_no_empty_fields,https://www.dayi.org.cn/cmedical/300169.html,matched page but target columns already had values
HERB000649,黄檀,not_found,,no exact cmedical result in search page
HERB000646,蟾蜍胆,no_fields,https://www.dayi.org.cn/cmedical/1117828.html,detail page parsed but no mapped fields found
HERB000654,长白山报春,not_found,,no exact cmedical result in search page
HERB000648,蟾皮,no_fields,https://www.dayi.org.cn/cmedical/1117821.html,detail page parsed but no mapped fields found
HERB000655,长白松,not_found,,no exact cmedical result in search page
HERB000660,长柄胡椒,not_found,,no exact cmedical result in search page
HERB000659,长柄凤尾蕨,not_found,,no exact cmedical result in search page
HERB000661,长柄七叶树,not_found,,no exact cmedical result in search page
HERB000662,长柄圆柏,not_found,,no exact cmedical result in search page
HERB000667,长萼金莲木皮,not_found,,no exact cmedical result in search page
HERB000668,长萼瞿麦,not_found,,no exact cmedical result in search page
HERB000671,长梗粗榧,not_found,,no exact cmedical result in search page
HERB000669,长萼香茶菜,not_found,,no exact cmedical result in search page
HERB000670,长梗百蕊草,not_found,,no exact cmedical result in search page
HERB000672,长梗冬青,not_found,,no exact cmedical result in search page
HERB000673,长梗绞股蓝,not_found,,no exact cmedical result in search page
HERB000675,长梗郁李仁,not_found,,no exact cmedical result in search page
HERB000674,长梗南五味子,not_found,,no exact cmedical result in search page
HERB000676,长管假茉莉,no_fields,https://www.dayi.org.cn/cmedical/305765.html,detail page parsed but no mapped fields found
HERB000678,长管萱草,not_found,,no exact cmedical result in search page
HERB000681,长果雪胆,not_found,,no exact cmedical result in search page
HERB000679,长果荜茇,no_fields,https://www.dayi.org.cn/cmedical/305767.html,detail page parsed but no mapped fields found
